building_upgrades_junction_tables
0
from	to
wh2_main_special_settlement_naggarond_emp_ruin	wh2_main_special_settlement_naggarond_emp_1
wh2_main_special_settlement_naggarond_grn_1	wh2_main_special_settlement_naggarond_grn_2
wh2_main_special_settlement_naggarond_grn_2	wh2_main_special_settlement_naggarond_grn_3
wh2_main_special_settlement_naggarond_grn_3	wh2_main_special_settlement_naggarond_grn_4
wh2_main_special_settlement_naggarond_grn_4	wh2_main_special_settlement_naggarond_grn_5
wh2_main_special_settlement_naggarond_grn_ruin	wh2_main_special_settlement_naggarond_grn_1
wh2_main_special_settlement_naggarond_hef_1	wh2_main_special_settlement_naggarond_hef_2
wh2_main_special_settlement_naggarond_hef_2	wh2_main_special_settlement_naggarond_hef_3
wh2_main_special_settlement_naggarond_hef_3	wh2_main_special_settlement_naggarond_hef_4
wh2_main_special_settlement_naggarond_hef_4	wh2_main_special_settlement_naggarond_hef_5
wh2_main_special_settlement_naggarond_hef_ruin	wh2_main_special_settlement_naggarond_hef_1
wh2_main_special_settlement_naggarond_lzd_1	wh2_main_special_settlement_naggarond_lzd_2
wh2_main_special_settlement_naggarond_lzd_2	wh2_main_special_settlement_naggarond_lzd_3
wh2_main_special_settlement_naggarond_lzd_3	wh2_main_special_settlement_naggarond_lzd_4
wh2_main_special_settlement_naggarond_lzd_4	wh2_main_special_settlement_naggarond_lzd_5
wh2_main_special_settlement_naggarond_lzd_ruin	wh2_main_special_settlement_naggarond_lzd_1
wh2_main_special_settlement_naggarond_norsca_1	wh2_main_special_settlement_naggarond_norsca_2
wh2_main_special_settlement_naggarond_norsca_2	wh2_main_special_settlement_naggarond_norsca_3
wh2_main_special_settlement_naggarond_norsca_ruin	wh2_main_special_settlement_naggarond_norsca_1
wh2_main_special_settlement_naggarond_other_1	wh2_main_special_settlement_naggarond_other_2
wh2_main_special_settlement_naggarond_other_2	wh2_main_special_settlement_naggarond_other_3
wh2_main_special_settlement_naggarond_other_3	wh2_main_special_settlement_naggarond_other_4
wh2_main_special_settlement_naggarond_other_4	wh2_main_special_settlement_naggarond_other_5
wh2_main_special_settlement_naggarond_other_ruin	wh2_main_special_settlement_naggarond_other_1
wh2_main_special_settlement_naggarond_ruin	wh2_main_special_settlement_naggarond_1
wh2_main_special_settlement_naggarond_savage_1	wh2_main_special_settlement_naggarond_savage_2
wh2_main_special_settlement_naggarond_savage_2	wh2_main_special_settlement_naggarond_savage_3
wh2_main_special_settlement_naggarond_savage_ruin	wh2_main_special_settlement_naggarond_savage_1
wh2_main_special_settlement_naggarond_skv_1	wh2_main_special_settlement_naggarond_skv_2
wh2_main_special_settlement_naggarond_skv_2	wh2_main_special_settlement_naggarond_skv_3
wh2_main_special_settlement_naggarond_skv_3	wh2_main_special_settlement_naggarond_skv_4
wh2_main_special_settlement_naggarond_skv_4	wh2_main_special_settlement_naggarond_skv_5
wh2_main_special_settlement_naggarond_skv_ruin	wh2_main_special_settlement_naggarond_skv_1
wh2_main_special_settlement_naggarond_vmp_1	wh2_main_special_settlement_naggarond_vmp_2
wh2_main_special_settlement_naggarond_vmp_2	wh2_main_special_settlement_naggarond_vmp_3
wh2_main_special_settlement_naggarond_vmp_3	wh2_main_special_settlement_naggarond_vmp_4
wh2_main_special_settlement_naggarond_vmp_4	wh2_main_special_settlement_naggarond_vmp_5
wh2_main_special_settlement_naggarond_vmp_ruin	wh2_main_special_settlement_naggarond_vmp_1
wh2_main_special_settlement_skavenblight_1	wh2_main_special_settlement_skavenblight_2
wh2_main_special_settlement_skavenblight_2	wh2_main_special_settlement_skavenblight_3
wh2_main_special_settlement_skavenblight_3	wh2_main_special_settlement_skavenblight_4
wh2_main_special_settlement_skavenblight_4	wh2_main_special_settlement_skavenblight_5
wh2_main_special_settlement_skavenblight_other_1	wh2_main_special_settlement_skavenblight_other_2
wh2_main_special_settlement_skavenblight_other_2	wh2_main_special_settlement_skavenblight_other_3
wh2_main_special_settlement_skavenblight_other_3	wh2_main_special_settlement_skavenblight_other_4
wh2_main_special_settlement_skavenblight_other_4	wh2_main_special_settlement_skavenblight_other_5
wh2_main_special_settlement_skavenblight_other_ruin	wh2_main_special_settlement_skavenblight_other_1
wh2_main_special_settlement_skavenblight_ruin	wh2_main_special_settlement_skavenblight_1
wh2_main_special_shrine_of_asuryan_hef_ruin	wh2_main_special_shrine_of_asuryan_ruin_def
wh2_main_special_shrine_of_asuryan_ruin_def	wh2_main_special_shrine_of_asuryan_ruin_other
wh2_main_special_shrine_of_asuryan_ruin_other	wh2_main_special_shrine_of_asuryan_ruin_vmp
wh2_main_special_tiranoc_palace	wh2_main_special_tiranoc_palace_1
wh2_main_special_tower_of_hoeth_1_def	wh2_main_special_tower_of_hoeth_2_def
wh2_main_special_tower_of_hoeth_1_emp	wh2_main_special_tower_of_hoeth_2_emp
wh2_main_special_tower_of_hoeth_1_other	wh2_main_special_tower_of_hoeth_2_other
wh2_main_special_tower_of_hoeth_1_vmp	wh2_main_special_tower_of_hoeth_2_vmp
wh2_main_special_tower_of_hoeth_1	wh2_main_special_tower_of_hoeth_2
wh2_main_vmp_resource_animals_1	wh2_main_vmp_resource_animals_2
wh2_main_vmp_resource_animals_2	wh2_main_vmp_resource_animals_3
wh2_main_vmp_resource_gemstones_1	wh2_main_vmp_resource_gemstones_2
wh2_main_vmp_resource_gemstones_2	wh2_main_vmp_resource_gemstones_3
wh2_main_vmp_resource_medicine_1	wh2_main_vmp_resource_medicine_2
wh2_main_vmp_resource_medicine_2	wh2_main_vmp_resource_medicine_3
wh2_main_vmp_resource_obsidian_1	wh2_main_vmp_resource_obsidian_2
wh2_main_vmp_resource_obsidian_2	wh2_main_vmp_resource_obsidian_3
wh2_main_vmp_resource_spices_1	wh2_main_vmp_resource_spices_2
wh2_main_vmp_resource_spices_2	wh2_main_vmp_resource_spices_3
wh2_main_vmp_wraiths_1	wh2_main_vmp_wraiths_2
wh2_main_wef_oak_of_ages_occupied_ruin	wh2_main_wef_oak_of_ages_occupied_1
wh_dlc03_horde_beastmen_arcane_1	wh_dlc03_horde_beastmen_arcane_2
wh_dlc03_horde_beastmen_centigors_1	wh_dlc03_horde_beastmen_centigors_2
wh_dlc03_horde_beastmen_centigors_2	wh_dlc03_horde_beastmen_centigors_3
wh_dlc03_horde_beastmen_creatures_1	wh_dlc03_horde_beastmen_creatures_2
wh_dlc03_horde_beastmen_creatures_2	wh_dlc03_horde_beastmen_creatures_3
wh_dlc03_horde_beastmen_gors_1	wh_dlc03_horde_beastmen_gors_2
wh_dlc03_horde_beastmen_gors_2	wh_dlc03_horde_beastmen_gors_3
wh_dlc03_horde_beastmen_gors_3	wh_dlc03_horde_beastmen_gors_4
wh_dlc03_horde_beastmen_herd_1	wh_dlc03_horde_beastmen_herd_2
wh_dlc03_horde_beastmen_herd_2	wh_dlc03_horde_beastmen_herd_3
wh_dlc03_horde_beastmen_herd_3	wh_dlc03_horde_beastmen_herd_4
wh_dlc03_horde_beastmen_herd_4	wh_dlc03_horde_beastmen_herd_5
wh_dlc03_horde_beastmen_minotaurs_1	wh_dlc03_horde_beastmen_minotaurs_2
wh_dlc03_horde_beastmen_minotaurs_2	wh_dlc03_horde_beastmen_minotaurs_3
wh_dlc03_horde_beastmen_razorgors_1	wh_dlc03_horde_beastmen_razorgors_2
wh_dlc03_horde_beastmen_ruination_1	wh_dlc03_horde_beastmen_ruination_2
wh_dlc03_horde_beastmen_weapons_1	wh_dlc03_horde_beastmen_weapons_2
wh_dlc05_special_bordeleaux_port_wef_ruin	wh_dlc05_special_bordeleaux_port_wef_1
wh_dlc05_special_erengrad_port_wef_ruin	wh_dlc05_special_erengrad_port_wef_1
wh_dlc05_special_marienburg_port_wef_ruin	wh_dlc05_special_marienburg_port_wef_1
wh_dlc05_special_settlement_altdorf_ruin_wef	wh_dlc05_special_settlement_altdorf_1_wef
wh_dlc05_special_settlement_black_crag_ruin_wef	wh_dlc05_special_settlement_black_crag_1_wef
wh_dlc05_special_settlement_castle_drakenhof_ruin_wef	wh_dlc05_special_settlement_castle_drakenhof_1_wef
wh_dlc05_special_settlement_couronne_ruin_wef	wh_dlc05_special_settlement_couronne_1_wef
wh_dlc05_special_settlement_eight_peaks_ruin_wef	wh_dlc05_special_settlement_eight_peaks_1_wef
wh_dlc05_special_settlement_hellpit_ruin_wef	wh_dlc05_special_settlement_hellpit_1_wef
wh_dlc05_special_settlement_hexoatl_ruin_wef	wh_dlc05_special_settlement_hexoatl_1_wef
wh_dlc05_special_settlement_itza_ruin_wef	wh_dlc05_special_settlement_itza_1_wef
wh_dlc05_special_settlement_karaz_a_karak_ruin_wef	wh_dlc05_special_settlement_karaz_a_karak_1_wef
wh_dlc05_special_settlement_khemri_ruin_wef	wh_dlc05_special_settlement_khemri_1_wef
wh_dlc05_special_settlement_kislev_ruin_wef	wh_dlc05_special_settlement_kislev_1_wef
wh_dlc05_special_settlement_lahmia_ruin_wef	wh_dlc05_special_settlement_lahmia_1_wef
wh_dlc05_special_settlement_lothern_1_wef	wh_dlc05_special_settlement_lothern_2_wef
wh_dlc05_special_settlement_lothern_2_wef	wh_dlc05_special_settlement_lothern_3_wef
wh_dlc05_special_settlement_lothern_3_wef	wh_dlc05_special_settlement_lothern_4_wef
wh_dlc05_special_settlement_lothern_4_wef	wh_dlc05_special_settlement_lothern_5_wef
wh_dlc05_special_settlement_lothern_ruin_wef	wh_dlc05_special_settlement_lothern_1_wef
wh_dlc05_special_settlement_miragliano_ruin_wef	wh_dlc05_special_settlement_miragliano_1_wef
wh_dlc05_special_settlement_naggarond_ruin_wef	wh_dlc05_special_settlement_naggarond_1_wef
wh_dlc05_special_settlement_skavenblight_ruin_wef	wh_dlc05_special_settlement_skavenblight_1_wef
wh_dlc05_wef_agent_protection_1	wh_dlc05_wef_agent_protection_2
wh_dlc05_wef_armoury_1	wh_dlc05_wef_armoury_2
wh_dlc05_wef_cavalry_1	wh_dlc05_wef_cavalry_2
wh_dlc05_wef_cavalry_2	wh_dlc05_wef_cavalry_3
wh_dlc05_wef_fletcher_1	wh_dlc05_wef_fletcher_2
wh_dlc05_wef_flying_1	wh_dlc05_wef_flying_2
wh_dlc05_wef_garrison_1	wh_dlc05_wef_garrison_2
wh_dlc05_wef_garrison_2	wh_dlc05_wef_garrison_3
wh_dlc05_wef_growth_1	wh_dlc05_wef_growth_2
wh_dlc05_wef_growth_2	wh_dlc05_wef_growth_3
wh_dlc05_wef_income_1	wh_dlc05_wef_income_2
wh_dlc05_wef_income_2	wh_dlc05_wef_income_3
wh_dlc05_wef_income_buff_1	wh_dlc05_wef_income_buff_2
wh_dlc05_wef_melee_1	wh_dlc05_wef_melee_2
wh_dlc05_wef_melee_2	wh_dlc05_wef_melee_3
wh_dlc05_wef_oak_of_ages_1	wh_dlc05_wef_oak_of_ages_2
wh_dlc05_wef_oak_of_ages_2	wh_dlc05_wef_oak_of_ages_3
wh_dlc05_wef_oak_of_ages_3	wh_dlc05_wef_oak_of_ages_4
wh_dlc05_wef_oak_of_ages_4	wh_dlc05_wef_oak_of_ages_5
wh_dlc05_wef_oak_of_ages_mini_1	wh_dlc05_wef_oak_of_ages_mini_2
wh_dlc05_wef_oak_of_ages_mini_2	wh_dlc05_wef_oak_of_ages_mini_3
wh_dlc05_wef_oak_of_ages_mini_3	wh_dlc05_wef_oak_of_ages_mini_4
wh_dlc05_wef_oak_of_ages_mini_ruin	wh_dlc05_wef_oak_of_ages_mini_1
wh_dlc05_wef_oak_of_ages_ruin	wh_dlc05_wef_oak_of_ages_1
wh_dlc05_wef_outpost_major_dwarfhold_coast_ruin	wh_dlc05_wef_outpost_major_dwarfhold_1_coast
wh_dlc05_wef_outpost_major_dwarfhold_ruin	wh_dlc05_wef_outpost_major_dwarfhold_1
wh_dlc05_wef_outpost_major_human_coast_ruin	wh2_main_hef_settlement_major_1_coast
wh_dlc05_wef_outpost_major_human_coast_ruin	wh_dlc05_wef_outpost_major_human_1_coast
wh_dlc05_wef_outpost_major_human_ruin	wh_dlc05_wef_outpost_major_human_1
wh_dlc05_wef_outpost_major_norsca_coast_ruin	wh_dlc05_wef_outpost_major_norsca_coast_1
wh_dlc05_wef_outpost_major_norsca_ruin	wh_dlc05_wef_outpost_major_norsca_1
wh_dlc05_wef_outpost_minor_dwarfhold_coast_ruin	wh_dlc05_wef_outpost_minor_dwarfhold_1_coast
wh_dlc05_wef_outpost_minor_dwarfhold_ruin	wh_dlc05_wef_outpost_minor_dwarfhold_1
wh_dlc05_wef_outpost_minor_human_coast_ruin	wh2_main_hef_settlement_minor_1_coast
wh_dlc05_wef_outpost_minor_human_coast_ruin	wh_dlc05_wef_outpost_minor_human_1_coast
wh_dlc05_wef_outpost_minor_human_ruin	wh_dlc05_wef_outpost_minor_human_1
wh_dlc05_wef_outpost_minor_norsca_coast_ruin	wh_dlc05_wef_outpost_minor_norsca_coast_1
wh_dlc05_wef_outpost_minor_norsca_ruin	wh_dlc05_wef_outpost_minor_norsca_1
wh_dlc05_wef_port_ruin	wh_dlc05_wef_port_1
wh_dlc05_wef_public_order_1	wh_dlc05_wef_public_order_2
wh_dlc05_wef_ranged_1	wh_dlc05_wef_ranged_2
wh_dlc05_wef_ranged_2	wh_dlc05_wef_ranged_3
wh_dlc05_wef_settlement_major_1_coast	wh_dlc05_wef_settlement_major_2_coast
wh_dlc05_wef_settlement_major_1	wh_dlc05_wef_settlement_major_2
wh_dlc05_wef_settlement_major_2_coast	wh_dlc05_wef_settlement_major_3_coast
wh_dlc05_wef_settlement_major_2	wh_dlc05_wef_settlement_major_3
wh_dlc05_wef_settlement_major_3_coast	wh_dlc05_wef_settlement_major_4_coast
wh_dlc05_wef_settlement_major_3	wh_dlc05_wef_settlement_major_4
wh_dlc05_wef_settlement_major_4_coast	wh_dlc05_wef_settlement_major_5_coast
wh_dlc05_wef_settlement_major_4	wh_dlc05_wef_settlement_major_5
wh_dlc05_wef_settlement_major_main_1	wh_dlc05_wef_settlement_major_main_2
wh_dlc05_wef_settlement_major_main_2	wh_dlc05_wef_settlement_major_main_3
wh_dlc05_wef_settlement_major_main_3	wh_dlc05_wef_settlement_major_main_4
wh_dlc05_wef_settlement_major_main_4	wh_dlc05_wef_settlement_major_main_5
wh_dlc05_wef_settlement_major_main_ruin	wh_dlc05_wef_settlement_major_main_1
wh_dlc05_wef_settlement_major_ruin_coast	wh_dlc05_wef_settlement_major_1_coast
wh_dlc05_wef_settlement_major_ruin	wh_dlc05_wef_settlement_major_1
wh_dlc05_wef_settlement_minor_1_coast	wh_dlc05_wef_settlement_minor_2_coast
wh_dlc05_wef_settlement_minor_1	wh_dlc05_wef_settlement_minor_2
wh_dlc05_wef_settlement_minor_2_coast	wh_dlc05_wef_settlement_minor_3_coast
wh_dlc05_wef_settlement_minor_2	wh_dlc05_wef_settlement_minor_3
wh_dlc05_wef_settlement_minor_ruin_coast	wh_dlc05_wef_settlement_minor_1_coast
wh_dlc05_wef_settlement_minor_ruin	wh_dlc05_wef_settlement_minor_1
wh_dlc05_wef_spellsingers_1	wh_dlc05_wef_spellsingers_2
wh_dlc05_wef_spellsingers_2	wh_dlc05_wef_spellsingers_3
wh_dlc05_wef_tree_spirits_1	wh_dlc05_wef_tree_spirits_2
wh_dlc05_wef_tree_spirits_2	wh_dlc05_wef_tree_spirits_3
wh_dlc05_wef_walls_1	wh_dlc05_wef_walls_2
wh_dlc05_wef_walls_2	wh_dlc05_wef_walls_3
wh_dlc06_dwf_eight_peaks_1	wh_dlc06_dwf_eight_peaks_2
wh_dlc06_dwf_eight_peaks_2	wh_dlc06_dwf_eight_peaks_3
wh_dlc06_dwf_ranger_hub_1	wh_dlc06_dwf_ranger_hub_2
wh_dlc06_grn_boars_1_skarsnik	wh_dlc06_grn_boars_2_skarsnik
wh_dlc06_grn_boss_1_skarsnik	wh_dlc06_grn_boss_2_skarsnik
wh_dlc06_grn_boss_2_skarsnik	wh_dlc06_grn_boss_3_skarsnik
wh_dlc06_grn_eight_peaks_1	wh_dlc06_grn_eight_peaks_2
wh_dlc06_grn_eight_peaks_2	wh_dlc06_grn_eight_peaks_3
wh_dlc06_grn_garrison_1_skarsnik	wh_dlc06_grn_garrison_2_skarsnik
wh_dlc06_grn_garrison_1_wurrzag	wh_dlc06_grn_garrison_2_wurrzag
wh_dlc06_grn_military_1_skarsnik	wh_dlc06_grn_military_2_skarsnik
wh_dlc06_grn_military_2_skarsnik	wh_dlc06_grn_military_3_skarsnik
wh_dlc06_grn_military_3_skarsnik	wh_dlc06_grn_military_4_skarsnik
wh_dlc06_grn_walls_1_skarsnik	wh_dlc06_grn_walls_2_skarsnik
wh_dlc06_grn_walls_1_wurrzag	wh_dlc06_grn_walls_2_wurrzag
wh_dlc06_grn_walls_2_skarsnik	wh_dlc06_grn_walls_3_skarsnik
wh_dlc06_grn_walls_2_wurrzag	wh_dlc06_grn_walls_3_wurrzag
wh_dlc06_special_savage_orc_camp_wurrzag_1	wh_dlc06_special_savage_orc_camp_wurrzag_2
wh_dlc06_special_savage_orc_camp_wurrzag_2	wh_dlc06_special_savage_orc_camp_wurrzag_3
wh_main_brt_barracks_1	wh_main_brt_barracks_2
wh_main_brt_barracks_2	wh_main_brt_barracks_3
wh_main_brt_barracks_3	wh_main_brt_barracks_4
wh_main_brt_carpenter_1	wh_main_brt_carpenter_2
wh_main_brt_farm_1	wh_main_brt_farm_2
wh_main_brt_farm_2	wh_main_brt_farm_3
wh_main_brt_farm_extra_1	wh_main_brt_farm_extra_2
wh_main_brt_garrison_1	wh_main_brt_garrison_2
wh_main_brt_hospital_1	wh_main_brt_hospital_2
wh_main_brt_hospital_2	wh_main_brt_hospital_3
wh_main_brt_industry_basic_1	wh_main_brt_industry_basic_2
wh_main_brt_industry_basic_2	wh_main_brt_industry_basic_3
wh_main_brt_industry_extra_1	wh_main_brt_industry_extra_2
wh_main_brt_legendary_port_1	wh_main_brt_legendary_port_2
wh_main_brt_legendary_port_2	wh_main_brt_legendary_port_3
wh_main_brt_legendary_port_ruin	wh_main_brt_legendary_port_1
wh_main_brt_outpostnorsca_major_1_coast	wh_main_brt_outpostnorsca_major_2_coast
wh_main_brt_outpostnorsca_major_1	wh_main_brt_outpostnorsca_major_2
wh_main_brt_outpostnorsca_major_2_coast	wh_main_brt_outpostnorsca_major_3_coast
wh_main_brt_outpostnorsca_major_2	wh_main_brt_outpostnorsca_major_3
wh_main_brt_outpostnorsca_major_3_coast	wh_main_brt_outpostnorsca_major_4_coast
wh_main_brt_outpostnorsca_major_3	wh_main_brt_outpostnorsca_major_4
wh_main_brt_outpostnorsca_major_4_coast	wh_main_brt_outpostnorsca_major_5_coast
wh_main_brt_outpostnorsca_major_4	wh_main_brt_outpostnorsca_major_5
wh_main_brt_outpostnorsca_minor_1_coast	wh_main_brt_outpostnorsca_minor_2_coast
wh_main_brt_outpostnorsca_minor_1	wh_main_brt_outpostnorsca_minor_2
wh_main_brt_outpostnorsca_minor_2_coast	wh_main_brt_outpostnorsca_minor_3_coast
wh_main_brt_outpostnorsca_minor_2	wh_main_brt_outpostnorsca_minor_3
wh_main_brt_outpostnorsca_ruin_major_coast	wh_main_brt_outpostnorsca_major_1_coast
wh_main_brt_outpostnorsca_ruin_major	wh_main_brt_outpostnorsca_major_1
wh_main_brt_outpostnorsca_ruin_minor_coast	wh_main_brt_outpostnorsca_minor_1_coast
wh_main_brt_outpostnorsca_ruin_minor	wh_main_brt_outpostnorsca_minor_1
wh_main_brt_port_1	wh_main_brt_port_2
wh_main_brt_port_2	wh_main_brt_port_3
wh_main_brt_port_ruin	wh_main_brt_port_1
wh_main_brt_settlement_major_1_coast	wh_main_brt_settlement_major_2_coast
wh_main_brt_settlement_major_1	wh_main_brt_settlement_major_2
wh_main_brt_settlement_major_2_coast	wh_main_brt_settlement_major_3_coast
wh_main_brt_settlement_major_2	wh_main_brt_settlement_major_3
wh_main_brt_settlement_major_3_coast	wh_main_brt_settlement_major_4_coast
wh_main_brt_settlement_major_3	wh_main_brt_settlement_major_4
wh_main_brt_settlement_major_4_coast	wh_main_brt_settlement_major_5_coast
wh_main_brt_settlement_major_4	wh_main_brt_settlement_major_5
wh_main_brt_settlement_minor_1_coast	wh_main_brt_settlement_minor_2_coast
wh_main_brt_settlement_minor_1	wh_main_brt_settlement_minor_2
wh_main_brt_settlement_minor_2_coast	wh_main_brt_settlement_minor_3_coast
wh_main_brt_settlement_minor_2	wh_main_brt_settlement_minor_3
wh_main_brt_settlement_ruin_major_coast	wh_main_brt_settlement_major_1_coast
wh_main_brt_settlement_ruin_major	wh_main_brt_settlement_major_1
wh_main_brt_settlement_ruin_minor_coast	wh_main_brt_settlement_minor_1_coast
wh_main_brt_settlement_ruin_minor	wh_main_brt_settlement_minor_1
wh_main_brt_smiths_1	wh_main_brt_smiths_2
wh_main_brt_stables_1	wh_main_brt_stables_2
wh_main_brt_stables_2	wh_main_brt_stables_3
wh_main_brt_stables_3	wh_main_brt_stables_4
wh_main_brt_stables_4	wh_main_brt_stables_5
wh_main_brt_tavern_1	wh_main_brt_tavern_2
wh_main_brt_tavern_2	wh_main_brt_tavern_3
wh_main_brt_tavern_3	wh_main_brt_tavern_4
wh_main_brt_walls_1	wh_main_brt_walls_2
wh_main_brt_walls_2	wh_main_brt_walls_3
wh_main_brt_worship_1	wh_main_brt_worship_2
wh_main_brt_worship_2	wh_main_brt_worship_3
wh_main_dwf_barracks_1	wh_main_dwf_barracks_2
wh_main_dwf_barracks_2	wh_main_dwf_barracks_3
wh_main_dwf_engineer_1	wh_main_dwf_engineer_2
wh_main_dwf_farm_1	wh_main_dwf_farm_2
wh_main_dwf_farm_2	wh_main_dwf_farm_3
wh_main_dwf_farm_3	wh_main_dwf_farm_4
wh_main_dwf_garrison_1	wh_main_dwf_garrison_2
wh_main_dwf_industry_1	wh_main_dwf_industry_2
wh_main_dwf_industry_2	wh_main_dwf_industry_3
wh_main_dwf_industry_3	wh_main_dwf_industry_4
wh_main_dwf_outpostnorsca_major_1_coast	wh_main_dwf_outpostnorsca_major_2_coast
wh_main_dwf_outpostnorsca_major_1	wh_main_dwf_outpostnorsca_major_2
wh_main_dwf_outpostnorsca_major_2_coast	wh_main_dwf_outpostnorsca_major_3_coast
wh_main_dwf_outpostnorsca_major_2	wh_main_dwf_outpostnorsca_major_3
wh_main_dwf_outpostnorsca_major_3_coast	wh_main_dwf_outpostnorsca_major_4_coast
wh_main_dwf_outpostnorsca_major_3	wh_main_dwf_outpostnorsca_major_4
wh_main_dwf_outpostnorsca_major_4_coast	wh_main_dwf_outpostnorsca_major_5_coast
wh_main_dwf_outpostnorsca_major_4	wh_main_dwf_outpostnorsca_major_5
wh_main_dwf_outpostnorsca_minor_1_coast	wh_main_dwf_outpostnorsca_minor_2_coast
wh_main_dwf_outpostnorsca_minor_1	wh_main_dwf_outpostnorsca_minor_2
wh_main_dwf_outpostnorsca_minor_2_coast	wh_main_dwf_outpostnorsca_minor_3_coast
wh_main_dwf_outpostnorsca_minor_2	wh_main_dwf_outpostnorsca_minor_3
wh_main_dwf_port_1	wh_main_dwf_port_2
wh_main_dwf_port_2	wh_main_dwf_port_3
wh_main_dwf_resource_beer_1	wh_main_dwf_resource_beer_2
wh_main_dwf_resource_beer_2	wh_main_dwf_resource_beer_3
wh_main_dwf_resource_beer_3	wh_main_dwf_resource_beer_4
wh_main_dwf_resource_dyes_1	wh_main_dwf_resource_dyes_2
wh_main_dwf_resource_dyes_2	wh_main_dwf_resource_dyes_3
wh_main_dwf_resource_dyes_3	wh_main_dwf_resource_dyes_4
wh_main_dwf_resource_game_1	wh_main_dwf_resource_game_2
wh_main_dwf_resource_game_2	wh_main_dwf_resource_game_3
wh_main_dwf_resource_game_3	wh_main_dwf_resource_game_4
wh_main_dwf_resource_gems_1	wh_main_dwf_resource_gems_2
wh_main_dwf_resource_gems_2	wh_main_dwf_resource_gems_3
wh_main_dwf_resource_gems_3	wh_main_dwf_resource_gems_4
wh_main_dwf_resource_gold_1	wh_main_dwf_resource_gold_2
wh_main_dwf_resource_gold_2	wh_main_dwf_resource_gold_3
wh_main_dwf_resource_gold_3	wh_main_dwf_resource_gold_4
wh_main_dwf_resource_iron_1	wh_main_dwf_resource_iron_2
wh_main_dwf_resource_iron_2	wh_main_dwf_resource_iron_3
wh_main_dwf_resource_iron_3	wh_main_dwf_resource_iron_4
wh_main_dwf_resource_marble_1	wh_main_dwf_resource_marble_2
wh_main_dwf_resource_marble_2	wh_main_dwf_resource_marble_3
wh_main_dwf_resource_marble_3	wh_main_dwf_resource_marble_4
wh_main_dwf_resource_pastures_1	wh_main_dwf_resource_pastures_2
wh_main_dwf_resource_pastures_2	wh_main_dwf_resource_pastures_3
wh_main_dwf_resource_pastures_3	wh_main_dwf_resource_pastures_4
wh_main_dwf_resource_salt_1	wh_main_dwf_resource_salt_2
wh_main_dwf_resource_salt_2	wh_main_dwf_resource_salt_3
wh_main_dwf_resource_salt_3	wh_main_dwf_resource_salt_4
wh_main_dwf_resource_timber_1	wh_main_dwf_resource_timber_2
wh_main_dwf_resource_timber_2	wh_main_dwf_resource_timber_3
wh_main_dwf_resource_timber_3	wh_main_dwf_resource_timber_4
wh_main_dwf_settlement_major_1_coast	wh_main_dwf_settlement_major_2_coast
wh_main_dwf_settlement_major_1	wh_main_dwf_settlement_major_2
wh_main_dwf_settlement_major_2_coast	wh_main_dwf_settlement_major_3_coast
wh_main_dwf_settlement_major_2	wh_main_dwf_settlement_major_3
wh_main_dwf_settlement_major_3_coast	wh_main_dwf_settlement_major_4_coast
wh_main_dwf_settlement_major_3	wh_main_dwf_settlement_major_4
wh_main_dwf_settlement_major_4_coast	wh_main_dwf_settlement_major_5_coast
wh_main_dwf_settlement_major_4	wh_main_dwf_settlement_major_5
wh_main_dwf_settlement_minor_1_coast	wh_main_dwf_settlement_minor_2_coast
wh_main_dwf_settlement_minor_1	wh_main_dwf_settlement_minor_2
wh_main_dwf_settlement_minor_2_coast	wh_main_dwf_settlement_minor_3_coast
wh_main_dwf_settlement_minor_2	wh_main_dwf_settlement_minor_3
wh_main_dwf_slayer_1	wh_main_dwf_slayer_2
wh_main_dwf_smith_1	wh_main_dwf_smith_2
wh_main_dwf_smith_2	wh_main_dwf_smith_3
wh_main_dwf_tavern_1	wh_main_dwf_tavern_2
wh_main_dwf_tavern_2	wh_main_dwf_tavern_3
wh_main_dwf_trade_depot_1	wh_main_dwf_trade_depot_2
wh_main_dwf_wall_1	wh_main_dwf_wall_2
wh_main_dwf_wall_2	wh_main_dwf_wall_3
wh_main_dwf_workshop_1	wh_main_dwf_workshop_2
wh_main_dwf_workshop_2	wh_main_dwf_workshop_3
wh_main_dwf_workshop_3	wh_main_dwf_workshop_4
wh_main_emp_barracks_1	wh_main_emp_barracks_2
wh_main_emp_barracks_2	wh_main_emp_barracks_3
wh_main_emp_farm_basic_1	wh_main_emp_farm_basic_2
wh_main_emp_farm_basic_2	wh_main_emp_farm_basic_3
wh_main_emp_forges_1	wh_main_emp_forges_2
wh_main_emp_forges_2	wh_main_emp_forges_3
wh_main_emp_garrison_1	wh_main_emp_garrison_2
wh_main_emp_industry_basic_1	wh_main_emp_industry_basic_2
wh_main_emp_industry_basic_2	wh_main_emp_industry_basic_3
wh_main_emp_outpostnorsca_major_1_coast	wh_main_emp_outpostnorsca_major_2_coast
wh_main_emp_outpostnorsca_major_1	wh_main_emp_outpostnorsca_major_2
wh_main_emp_outpostnorsca_major_2_coast	wh_main_emp_outpostnorsca_major_3_coast
wh_main_emp_outpostnorsca_major_2	wh_main_emp_outpostnorsca_major_3
wh_main_emp_outpostnorsca_major_3_coast	wh_main_emp_outpostnorsca_major_4_coast
wh_main_emp_outpostnorsca_major_3	wh_main_emp_outpostnorsca_major_4
