effect_bundles_tables
1
key	localised_description	localised_title	ui_icon	bundle_target
wh2_main_hef_intrigue_in_fighting_third	At court, the Phoenix King decries both as working against the unity of Ulthuan, hoping to shame them into silence.	Publicly condemn them	morale.png	faction
wh2_main_hef_intrigue_life_in_the_lagoon_fourth	What they do in the shadows is their own business.	Leave them be	growth.png	faction
wh2_main_hef_intrigue_retainer_of_power_fourth	What the King hears, and when, is irrelevant. Supreme authority is his, always!	Ignore the power games	income.png	faction
wh2_main_hef_intrigue_retainer_of_power_third	Although unorthodox, the Phoenix King can move through court alone with a personal touch. Undermining the seneschal neuters his power elegantly.	Circumvent the seneschal	morale.png	faction
wh2_main_hef_intrigue_signed_sealed_delivered_third	Tell him without telling him - if he seals documents out of sight, the paper trail will soon reveal his corruption.	Demand they are sealed in the royal presence	campaign_movement.png	faction
wh2_main_hef_intrigue_the_folly_of_youth_fourth	Let the court deal with the court's issues, and may the Mother guide him…	Allow him to be damned	morale.png	faction
wh2_main_hef_intrigue_the_folly_of_youth_third	The boy will be told, sternly, and hopefully he will think better in future.	Privately chide him	treasury.png	faction
wh2_main_hef_intrigue_they_who_whisper_second	You played the game, and you got caught; too bad. Goodbye.	Fire the messenger	income.png	faction
wh2_main_hef_intrigue_they_who_whisper_third	The Phoenix King demonstrates that he is above the games of court by publicly shaming this messenger.	Denounce the messenger	income.png	faction
wh2_main_hef_intrigue_wed_to_etiquette_first	Weddings are boring. The Phoenix King has no intention of attending.	Politely decline	campaign_movement.png	faction
wh2_main_hef_intrigue_whispers_of_the_mourning_chorus_first	Every Elven death is a tragedy. The Phoenix King feels compelled to say something.	Speak at the burial	military_spending.png	faction
wh2_main_hef_intrigue_whispers_of_the_mourning_chorus_fourth	The boy was a fool, and his death was justified. We shall not attend.	Do not attend	treasury.png	faction
wh2_main_hef_intrigue_you_can_dance_third	Promote unity by having the two rivals dance together.	Insist that Chrace and Ellyrion dance together	income.png	faction
wh2_main_incident_all_agent_action_chance_up	A new training regimen for your Heroes teaches them to veil their intent beneath a sheen of civility. After all, a killer with the manners of a rabbit is the most dangerous kind. The chances of successful Hero actions have now improved.	Lethal Etiquette	agent.png	faction
wh2_main_incident_all_agent_action_cost_down	The example you set is inspirational. The Heroes under your command are proud to carry out your will, and do so eagerly. The cost for all Hero actions has fallen.	Grateful Paragons	treasury.png	faction
wh2_main_incident_all_campaign_movement_down_replenish_up	In a drive to improve combat stamina across your armed forces, the High Quartermaster has been experimenting with new ration combinations. His latest concoction is a bowel-addling patty of horse flesh, pickled fish and Forest Spider spinnerets, served between toasted discs of sweetened bread. They haven't a clue what they're eating but the troops can't get enough. Army replenishment is up, but due to frequent toilet stops, movement range is down.	Mystery Meat	replenishment.png	force
wh2_main_incident_all_campaign_movement_up	A conclave of your generals has struck upon the notion of pressing popular musicians into military service. This has come as a shock to the performers in question, but has proved an instant hit with the troops and they’re marching harder than ever before. Army movement range has increased!	Gifted Musicians	campaign_movement.png	faction
wh2_main_incident_all_construction_cost_down	Your traders have excelled themselves! An over-abundance of quality building materials has appeared on the market, reducing construction costs.	Araby Sandstone	treasury.png	faction
wh2_main_incident_all_construction_cost_up	The ferocious foreman of your logging operation has been applying the whip with unseemly zeal. Workers are vacating the camps en masse and timber production is dwindling, driving up the construction costs.	Brutish Overseer	treasury.png	faction
wh2_main_incident_all_gdp_down	The cheap, brittle mortar in your production centres is showing its age. Repair crews have been dispatched but the remedial work is disruptive, and income from your buildings has suffered as a result.	Shoddy Workmanship	income.png	faction
wh2_main_incident_all_gdp_up	A thaumaturgist in one of your provinces has been tasked with squeezing greater profit from industrial processes. Lost in thought one day while inspecting a smelting plant, he slipped and plunged into the roiling slag. His death was not in vain however, as the smelters discovered that the introduction of osseous matter worked to strengthen the metal, raising its value; profits are up factionwide!	A Bone To Pick	military_spending.png	faction
wh2_main_incident_all_growth_up_greatly_gdp_down	A charismatic soothsayer has impassioned the locals in this province with his doctrine of vigorous procreation. While the population is sharply rising, an exhausted workforce is a not a productive one.	Fertility Rites	growth.png	province
wh2_main_incident_all_melee_attack_up	This army has undertaken a rigorous new training regime focused on frontline combat, yielding excellent results. All units now have improved melee attack capabilities.	Training Dummies	melee.png	force
wh2_main_incident_all_melee_defense_up	You have instituted defensive training for this army's troops, teaching them to better anticipate incoming blows. All units now have improved melee defence capabilities.	Defensive Drills	defence.png	force
wh2_main_incident_all_public_order_down_greatly_recruitment_cost_down_greatly	Conflict in a nearby region has driven the inhabitants into your territory. This has greatly increased local tensions, but represents a rich source of cheap manpower for their armies.	Refugee Influx	public_order.png	province
wh2_main_incident_all_ranged_weapon_damage_up	New targeting techniques have been introduced to your armies' training regimens, teaching the troops to focus on the enemy's weak points. Damage from missile weapons has increased factionwide as a result.	Aim For The Head!	ranged_damage.png	faction
wh2_main_incident_all_recruitment_cost_up_unit_exp_up	A recent clutch of reports regarding ill-discipline in the lower ranks is cause for concern. Clearly, clods are being hired - this has to stop! Recruitment costs have risen accordingly, but new recruits begin two ranks higher.	Be the Best!	military_spending.png	faction
wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	A caprice of nature or something more sinister? Either way, this unusually long spell of bitter weather is taking its toll on your armed forces. Replenishment is down, but the appeal of guaranteed rations means new recruits are clamouring to join up, driving down recruitment costs.	Unseasonable Weather	military_spending.png	faction
wh2_main_incident_all_wom_down	Seeking the gift of regeneration, an imprudent cabal of young magic-users has been dabbling in Ogre gastromancy. But disaster strikes, as they inadvertently summon the Great Maw itself! Smacking its lips with delight at the banquet laid out before it, the Maw devours the hapless Sorcerers where they stand and disappears with a satisfied belch. This arcane upheaval has sapped the Winds of Magic factionwide!	A Final Supper	magic.png	faction
wh2_main_incident_all_wom_up	A microscopic fissure has opened between the material world and the Realm of Chaos. It is a fleeting event, quite beneath the notice of even the gods, but potent enough to invigorate the Winds of Magic power reserve.	Evanescent Rift	magic.png	faction
wh2_main_incident_all_wom_up_greatly_miscast_rate_up	The Great Warding teeters on its axis and weakens for a moment. Before it recovers, the Winds of Magic burst forth in a  tumultuous gyre around your army, greatly boosting their power reserve but increasing the likelihood of miscasts.	Volatile Vortex	magic.png	force
wh2_main_incident_cold_one_recruitment_cost_down_campaign_movement_range_up	The last Cold One spawning yielded a rare strain, gifted with some notion of your venerable race's plight in their tiny brains. These beasts are so eager to fight for you that they barely need taming, and their urgency means that friendly infantry must trot to keep up. As a result, recruitment costs for Cold One cavalry units have fallen and army movement range has increased factionwide.	Cold Vengeance	campaign_movement.png	faction
wh2_main_incident_def_army_morale_down_recruitment_cost_up	A bitter blood-feud between two lieutenants in this army - one feared and respected, the other universally loathed - has been swiftly dealt with. Perhaps too swiftly, for in his rage, the wrong Elf was slain. As a result, the army's leadership has fallen and recruitment costs have risen too.	The Quick & The Dead	morale.png	force
wh2_main_incident_def_army_morale_up_public_oder_increase_province	A highborn Lord of Ulthuan has been captured along with his honour-guard. Naturally, they are being paraded around this province in chains before their inevitable - and exquisitely slow - public execution. The local inhabitants are ecstatic at this delicious turn of events, resulting in local improvements to public order and army leadership.	Schadenfreude	public_order.png	province
wh2_main_incident_def_building_cost_down	Uncommonly clement weather has driven the gargantuan denizens of the seas further north, resulting in an easy season of raiding and pillaging across the ocean for the reavers. Now, the streets of Karond Kar throng with fresh slaves, ripe and ready to be distributed around Naggaroth. Due to this influx of fresh labour, building costs have decreased factionwide.	A Surfeit of Slaves	treasury.png	faction
wh2_main_incident_def_cold_one_melee_attack_up	A Cold One breeder, reputed for his voracious pit-fighting animals, has exploited his trade-contacts to acquire certain rare fungi used by the Night Goblins. Thus dosed, his enraged creations are unstoppable against regular stock. In fact the compound is so effective than none will now bet against the beasts; there's just no sport in it! The pit-owners refuse to field them and sales have fallen off a cliff, so the breeder has offered you his surfeit of reeking 'shrooms. The answer, quite obviously, is "Yes!" Duly dosed, his Cold One units now have enhanced melee attack capabilities factionwide.	A Sporting Chance	melee.png	faction
wh2_main_incident_def_death_hag_witch_elves_recruitment_cost_down_exp_up	Crone Hellebron has ordered Death Night be extended by two further nights this year. The streets of Har Ganeth are awash with blood and viscera as its inhabitants release their pent-up, year-long furies in a breathtaking orgy of bloodletting. As a result, Death Hag and Witch Elf recruitment costs have fallen, and their starting experience level has increased.	Three Nights In Hell	experience.png	faction
wh2_main_incident_def_raid_sack_income_up	A fashion for devising new and more exquisite forms of torture has developed among the lower ranks, and they are practicing it every chance that they get! A tongue under duress may reveal many secrets, after all. As one might expect, the income from raiding and sacking has increased factionwide.	Pain Makers	treasury.png	faction
wh2_main_incident_def_research_rate_up	Following successful raids on key targets in enemy lands, a number of enemy intellectuals have been 'acquired'. With a little persuasion, their skills and experience have been harnessed - they have been put to work improving the level of technology available to you in order that he might score further victories over the hated foe and bring about rightful Druchii supremacy. Just as you intended, the rate of research has increased factionwide, and requiring very little effort from anyone other than the slaves, whose lot it is to suffer and die!	Noses to the Grindstone	technology.png	faction
wh2_main_incident_hef_building_cost_down	A sheaf of Elven architectural manuscripts dating from the reign of Caradryel have been discovered by your spies in the Old World. They detail techniques long forgotten, espousing principles so old as to be new again. As a result, building costs have decreased factionwide.	The Old Ways	treasury.png	faction
wh2_main_incident_hef_campign_movement_up	The earth is more ancient than the Elven race, and seems to favour your primacy. Perhaps it divines the gravity of the mission, and in turn reduces its own, for their troops find marching is easier and less tiring than was previously the case. Campaign movement ranges have increased factionwide as a result.	The Grateful Earth	campaign_movement.png	faction
wh2_main_incident_hef_morale_down_recruitment_cost_increase	One of this army's lieutenants has attempted to curry favour with his captain using the largesse of his family's estate. The offer turned sour when the captain, looking more deeply into his subordinate's background, discovered his house to be a distant ally of Morathi. Publicly denouncing the Lieutenant - who has since left the service - should have worked, but the army's reputation has been harmed beyond immediate repair. Army leadership has fallen, and recruitment costs have risen as a result of this shame.	An Intrigue Backfires	morale.png	force
