cai_construction_system_building_values_tables
0
unknown	unknown2	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	unknown8	culture	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	score_end_inclusive	score_or_score_start_inclusive	unknown29
		wh_dlc05_special_marienburg_port_wef_1	wh_dlc05_special_marienburg_port_wef_1			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh_dlc05_special_settlement_altdorf_1_wef	wh_dlc05_special_settlement_altdorf_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_black_crag_1_wef	wh_dlc05_special_settlement_black_crag_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_castle_drakenhof_1_wef	wh_dlc05_special_settlement_castle_drakenhof_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_couronne_1_wef	wh_dlc05_special_settlement_couronne_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_eight_peaks_1_wef	wh_dlc05_special_settlement_eight_peaks_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_hellpit_1_wef	wh_dlc05_special_settlement_hellpit_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_hellpit_1_wef	wh_dlc05_special_settlement_hellpit_1_wef			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_hexoatl_1_wef	wh_dlc05_special_settlement_hexoatl_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_hexoatl_1_wef	wh_dlc05_special_settlement_hexoatl_1_wef			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_karaz_a_karak_1_wef	wh_dlc05_special_settlement_karaz_a_karak_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_khemri_1_wef	wh_dlc05_special_settlement_khemri_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_khemri_1_wef	wh_dlc05_special_settlement_khemri_1_wef			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_kislev_1_wef	wh_dlc05_special_settlement_kislev_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_lahmia_1_wef	wh_dlc05_special_settlement_lahmia_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_lahmia_1_wef	wh_dlc05_special_settlement_lahmia_1_wef			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_lothern_1_wef	wh_dlc05_special_settlement_lothern_5_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_lothern_1_wef	wh_dlc05_special_settlement_lothern_5_wef			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_special_settlement_miragliano_1_wef	wh_dlc05_special_settlement_miragliano_1_wef			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh_dlc05_wef_agent_protection_1	wh_dlc05_wef_agent_protection_2			cai_support_group				-1	-1	0	0	0	0	0	0	0	0	110	110	110	110	0	0	100	50	
		wh_dlc05_wef_armoury_1	wh_dlc05_wef_armoury_2			cai_support_group				-1	-1	0	0	0	0	0	0	0	0	110	110	110	110	0	0	100	50	
		wh_dlc05_wef_cavalry_1	wh_dlc05_wef_cavalry_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	100	
		wh_dlc05_wef_dragons_1	wh_dlc05_wef_dragons_1			cai_support_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	300	
		wh_dlc05_wef_fletcher_1	wh_dlc05_wef_fletcher_2			cai_support_group				-1	-1	0	0	0	0	0	0	0	0	110	110	110	110	0	0	100	50	
		wh_dlc05_wef_flying_1	wh_dlc05_wef_flying_2			cai_support_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	200	
		wh_dlc05_wef_garrison_1	wh_dlc05_wef_garrison_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	50	
		wh_dlc05_wef_growth_1	wh_dlc05_wef_growth_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	100	
		wh_dlc05_wef_income_1	wh_dlc05_wef_income_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	700	300	
		wh_dlc05_wef_income_buff_1	wh_dlc05_wef_income_buff_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	50	
		wh_dlc05_wef_melee_1	wh_dlc05_wef_melee_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	100	
		wh_dlc05_wef_oak_of_ages_1	wh_dlc05_wef_oak_of_ages_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_dlc05_wef_oak_of_ages_mini_1	wh_dlc05_wef_oak_of_ages_mini_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_dlc05_wef_office_starlight_forge_1	wh_dlc05_wef_office_starlight_forge_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_office_the_wild_heath_1	wh_dlc05_wef_office_the_wild_heath_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_office_wardancer_feast_halls_1	wh_dlc05_wef_office_wardancer_feast_halls_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_office_wildwood_waystones_1	wh_dlc05_wef_office_wildwood_waystones_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_outpost_foraging_1	wh_dlc05_wef_outpost_foraging_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_outpost_major_dwarfhold_1_coast	wh_dlc05_wef_outpost_major_dwarfhold_1_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_major_dwarfhold_1	wh_dlc05_wef_outpost_major_dwarfhold_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_major_human_1_coast	wh_dlc05_wef_outpost_major_human_1_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_major_human_1	wh_dlc05_wef_outpost_major_human_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_minor_dwarfhold_1_coast	wh_dlc05_wef_outpost_minor_dwarfhold_1_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_minor_dwarfhold_1	wh_dlc05_wef_outpost_minor_dwarfhold_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_minor_human_1_coast	wh_dlc05_wef_outpost_minor_human_1_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_minor_human_1	wh_dlc05_wef_outpost_minor_human_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_minor_norsca_1	wh_dlc05_wef_outpost_minor_norsca_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc05_wef_outpost_recruitment_1	wh_dlc05_wef_outpost_recruitment_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25	
		wh_dlc05_wef_outpost_replenishment_1	wh_dlc05_wef_outpost_replenishment_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_outpost_slaughter_1	wh_dlc05_wef_outpost_slaughter_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	25	25	
		wh_dlc05_wef_port_1	wh_dlc05_wef_port_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_public_order_1	wh_dlc05_wef_public_order_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	50	
		wh_dlc05_wef_ranged_1	wh_dlc05_wef_ranged_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	100	
		wh_dlc05_wef_resource_dyes_1	wh_dlc05_wef_resource_dyes_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_furs_1	wh_dlc05_wef_resource_furs_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_gold_1	wh_dlc05_wef_resource_gold_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh_dlc05_wef_resource_iron_1	wh_dlc05_wef_resource_iron_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_marble_1	wh_dlc05_wef_resource_marble_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_pastures_1	wh_dlc05_wef_resource_pastures_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_pottery_1	wh_dlc05_wef_resource_pottery_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_salt_1	wh_dlc05_wef_resource_salt_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_timber_1	wh_dlc05_wef_resource_timber_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_resource_wine_1	wh_dlc05_wef_resource_wine_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_settlement_major_1_coast	wh_dlc05_wef_settlement_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_settlement_major_1_coast	wh_dlc05_wef_settlement_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_settlement_major_1	wh_dlc05_wef_settlement_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_settlement_major_1	wh_dlc05_wef_settlement_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_settlement_major_main_1	wh_dlc05_wef_settlement_major_main_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_settlement_major_main_1	wh_dlc05_wef_settlement_major_main_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_settlement_minor_1_coast	wh_dlc05_wef_settlement_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_settlement_minor_1	wh_dlc05_wef_settlement_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_dlc05_wef_spellsingers_1	wh_dlc05_wef_spellsingers_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	50	
		wh_dlc05_wef_temple_anath_raema_1	wh_dlc05_wef_temple_anath_raema_1			cai_support_group				0	0	60	60	60	60	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_ereth_khial_1			cai_support_group				0	0	60	60	60	60	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_temple_isha_1	wh_dlc05_wef_temple_isha_1			cai_support_group				0	0	60	60	60	60	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_kurnous_1			cai_support_group				0	0	60	60	60	60	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_tree_delliandra_1	wh_dlc05_wef_tree_delliandra_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_tree_druthandor_1	wh_dlc05_wef_tree_druthandor_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_tree_spirits_1	wh_dlc05_wef_tree_spirits_3			cai_support_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	100	
		wh_dlc05_wef_tree_talrennic_1	wh_dlc05_wef_tree_talrennic_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_tree_threllock_1	wh_dlc05_wef_tree_threllock_1			cai_support_group				0	0	25	25	25	25	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_dlc05_wef_walls_1	wh_dlc05_wef_walls_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	50	
		wh_dlc06_dwf_eight_peaks_1	wh_dlc06_dwf_eight_peaks_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	200	100	
		wh_dlc06_dwf_ranger_hub_1_all	wh_dlc06_dwf_ranger_hub_1_all			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	120	
		wh_dlc06_dwf_ranger_hub_1	wh_dlc06_dwf_ranger_hub_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	120	
		wh_dlc06_grn_boars_1_skarsnik	wh_dlc06_grn_boars_2_skarsnik			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	260	280	260	280	0	0	240	180	
		wh_dlc06_grn_boss_1_skarsnik	wh_dlc06_grn_boss_3_skarsnik			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	120	
		wh_dlc06_grn_eight_peaks_1	wh_dlc06_grn_eight_peaks_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	200	100	
		wh_dlc06_grn_garrison_1_skarsnik	wh_dlc06_grn_garrison_2_skarsnik			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	200	100	
		wh_dlc06_grn_garrison_1_wurrzag	wh_dlc06_grn_garrison_2_wurrzag			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	200	100	
		wh_dlc06_grn_military_1_skarsnik	wh_dlc06_grn_military_4_skarsnik			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	250	190	250	190	0	0	240	90	
		wh_dlc06_grn_squigs_1	wh_dlc06_grn_squigs_1			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	250	190	250	190	0	0	240	90	
		wh_dlc06_grn_walls_1_skarsnik	wh_dlc06_grn_walls_3_skarsnik			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	180	
		wh_dlc06_grn_walls_1_wurrzag	wh_dlc06_grn_walls_3_wurrzag			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	180	
		wh_dlc06_special_savage_orc_camp_wurrzag_1	wh_dlc06_special_savage_orc_camp_wurrzag_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_dlc06_special_savage_orc_camp_wurrzag_1	wh_dlc06_special_savage_orc_camp_wurrzag_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	25	
		wh_main_brt_barracks_1	wh_main_brt_barracks_4			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	810	810	810	810	0	0	800	200	
		wh_main_brt_carpenter_1	wh_main_brt_carpenter_2			cai_support_group				-1	-1	0	0	0	0	0	0	0	0	260	260	260	260	0	0	250	100	
		wh_main_brt_farm_1	wh_main_brt_farm_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	100	
		wh_main_brt_farm_extra_1	wh_main_brt_farm_extra_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1200	800	
		wh_main_brt_garrison_1	wh_main_brt_garrison_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	75	50	
		wh_main_brt_hospital_1	wh_main_brt_hospital_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	75	25	
		wh_main_brt_industry_basic_1	wh_main_brt_industry_basic_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	
		wh_main_brt_industry_extra_1	wh_main_brt_industry_extra_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	
		wh_main_brt_legendary_enchantress_tower	wh_main_brt_legendary_enchantress_tower			cai_support_group				-1	0	0	260	0	260	0	0	-1	-1	0	0	0	0	0	0	250	250	
		wh_main_brt_legendary_grail_abbey	wh_main_brt_legendary_grail_abbey			cai_support_group				-1	0	0	260	0	260	0	0	-1	-1	0	0	0	0	0	0	250	250	
		wh_main_brt_legendary_port_1	wh_main_brt_legendary_port_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	50	
		wh_main_brt_outpostnorsca_major_1_coast	wh_main_brt_outpostnorsca_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_outpostnorsca_major_1_coast	wh_main_brt_outpostnorsca_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_outpostnorsca_major_1	wh_main_brt_outpostnorsca_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_outpostnorsca_major_1	wh_main_brt_outpostnorsca_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_outpostnorsca_minor_1_coast	wh_main_brt_outpostnorsca_minor_3_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_outpostnorsca_minor_1_coast	wh_main_brt_outpostnorsca_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_outpostnorsca_minor_1	wh_main_brt_outpostnorsca_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_outpostnorsca_minor_1	wh_main_brt_outpostnorsca_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_brt_port_1	wh_main_brt_port_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	50	
		wh_main_brt_resource_iron_military	wh_main_brt_resource_iron_military			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_main_brt_resource_pastures_military	wh_main_brt_resource_pastures_military			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_main_brt_resource_timber_military	wh_main_brt_resource_timber_military			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	50	50	
		wh_main_brt_settlement_major_1_coast	wh_main_brt_settlement_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_settlement_major_1_coast	wh_main_brt_settlement_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_settlement_major_1	wh_main_brt_settlement_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_settlement_major_1	wh_main_brt_settlement_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_settlement_minor_1_coast	wh_main_brt_settlement_minor_3_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_settlement_minor_1_coast	wh_main_brt_settlement_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_settlement_minor_1	wh_main_brt_settlement_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_settlement_minor_1	wh_main_brt_settlement_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh_main_brt_smiths_1	wh_main_brt_smiths_2			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	210	210	210	210	0	0	200	150	
		wh_main_brt_stables_1	wh_main_brt_stables_5			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	1010	1010	1010	1010	0	0	1000	200	
		wh_main_brt_tavern_1	wh_main_brt_tavern_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	125	50	
		wh_main_brt_walls_1	wh_main_brt_walls_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	
		wh_main_brt_worship_1	wh_main_brt_worship_3			cai_military_group				-1	0	0	60	0	60	0	0	0	0	260	260	260	260	0	0	250	150	
		wh_main_dwf_barracks_1	wh_main_dwf_barracks_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	190	190	190	190	0	0	180	90	
		wh_main_dwf_barracks_4	wh_main_dwf_barracks_4			cai_military_group				-1	-1	0	0	0	0	0	0	-1	0	0	250	0	250	0	0	240	240	
		wh_main_dwf_engineer_1	wh_main_dwf_engineer_2			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	200	160	150	120	50	40	225	180	
		wh_main_dwf_farm_1	wh_main_dwf_farm_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	60	
		wh_main_dwf_garrison_1	wh_main_dwf_garrison_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	200	100	
		wh_main_dwf_industry_1	wh_main_dwf_industry_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	120	
		wh_main_dwf_outpostnorsca_major_1_coast	wh_main_dwf_outpostnorsca_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_outpostnorsca_major_1_coast	wh_main_dwf_outpostnorsca_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_outpostnorsca_major_1	wh_main_dwf_outpostnorsca_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_outpostnorsca_major_1	wh_main_dwf_outpostnorsca_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_outpostnorsca_minor_1_coast	wh_main_dwf_outpostnorsca_minor_3_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_outpostnorsca_minor_1_coast	wh_main_dwf_outpostnorsca_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_outpostnorsca_minor_1	wh_main_dwf_outpostnorsca_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_outpostnorsca_minor_1	wh_main_dwf_outpostnorsca_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh_main_dwf_port_1	wh_main_dwf_port_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	60	
		wh_main_dwf_resource_beer_1	wh_main_dwf_resource_beer_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh_main_dwf_resource_dyes_1	wh_main_dwf_resource_dyes_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh_main_dwf_resource_game_1	wh_main_dwf_resource_game_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh_main_dwf_resource_gems_1	wh_main_dwf_resource_gems_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh_main_dwf_resource_gold_1	wh_main_dwf_resource_gold_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh_main_dwf_resource_iron_1	wh_main_dwf_resource_iron_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh_main_dwf_resource_iron_military	wh_main_dwf_resource_iron_military			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	180	
		wh_main_dwf_resource_marble_1	wh_main_dwf_resource_marble_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh_main_dwf_resource_pastures_1	wh_main_dwf_resource_pastures_4			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
