effect_bonus_value_unit_ability_junctions_tables
0
effect	bonus_value_id	unit_ability
wh_main_effect_ability_enable_ghal_maraz	enable	wh_main_weapon_abilities_ghal_maraz
wh_main_effect_ability_enable_gitsnik	enable	wh_main_weapon_abilities_gitsnik
wh_main_effect_ability_enable_gleaming_pennant	enable	wh_main_banner_passive_gleaming_pennant
wh_main_effect_ability_enable_glittering_scales	enable	wh_main_weapon_passive_glittering_scales
wh_main_effect_ability_enable_grand_hammer_of_sigmar	enable	wh_dlc04_spell_bound_hammer_of_sigmar_upgraded
wh_main_effect_ability_enable_grand_shield_of_faith	enable	wh_dlc04_spell_bound_shield_of_faith_upgraded
wh_main_effect_ability_enable_grand_souldfire	enable	wh_dlc04_spell_bound_soulfire_upgraded
wh_main_effect_ability_enable_griffon_banner	enable	wh_main_banner_passive_griffon_banner
wh_main_effect_ability_enable_hammer_of_sigmar	enable	wh_main_spell_bound_hammer_of_sigmar
wh_main_effect_ability_enable_hellfire_sword	enable	wh_main_weapon_abilities_hellfire_sword
wh_main_effect_ability_enable_helm_of_discord	enable	wh_main_weapon_abilities_helm_of_discord
wh_main_effect_ability_enable_helm_of_many_eyes	enable	wh_dlc01_item_passive_helm_of_many_eyes
wh_main_effect_ability_enable_heroic_killing_blow	enable	wh_main_character_abilities_heroic_killing_blow
wh_main_effect_ability_enable_high_king	enable	wh_main_lord_passive_high_king
wh_main_effect_ability_enable_hold_the_line	enable	wh_main_lord_passive_hold_the_line
wh_main_effect_ability_enable_immortal_will	enable	wh_main_hero_abilities_immortal_will
wh_main_effect_ability_enable_kindleflame	enable	wh_main_lore_passive_kindleflame
wh_main_effect_ability_enable_life-leeching	enable	wh_main_lore_passive_life_leeching
wh_main_effect_ability_enable_lord_of_the_storm	enable	wh_main_lord_abilities_lord_of_the_storm
wh_main_effect_ability_enable_magic_mushrooms	enable	wh_main_hero_abilities_mad_cap_mushrooms
wh_main_effect_ability_enable_magical_animus	enable	wh_main_character_abilities_magical_animus
wh_main_effect_ability_enable_mark_of_khorne	enable	wh_main_mark_passive_mark_of_khorne
wh_main_effect_ability_enable_master_of_the_black_arts	enable	wh_main_lord_abilities_master_of_the_black_arts
wh_main_effect_ability_enable_master_of_the_dead	enable	wh_main_character_passive_master_of_the_dead
wh_main_effect_ability_enable_master_opal_amulet	enable	wh_main_item_abilities_opal_amulet
wh_main_effect_ability_enable_master_pendant_of_slaanesh	enable	wh_main_item_abilities_pendant_of_slaanesh
wh_main_effect_ability_enable_master_rune_of_courage	enable	wh_main_rune_abilities_rune_of_courage
wh_main_effect_ability_enable_master_rune_of_groth_one-eye	enable	wh_main_rune_passive_master_rune_of_groth_one_eye
wh_main_effect_ability_enable_master_rune_of_grungni	enable	wh_main_rune_passive_master_rune_of_grungni
wh_main_effect_ability_enable_master_rune_of_slowness	enable	wh_main_rune_passive_rune_of_slowness
wh_main_effect_ability_enable_master_rune_of_stoicism	enable	wh_main_rune_abilities_rune_of_stoicism
wh_main_effect_ability_enable_master_rune_of_stromni_redbeard	enable	wh_main_rune_passive_master_rune_of_stromni_redbeard
wh_main_effect_ability_enable_metalshifting	enable	wh_main_lore_passive_metalshifting
wh_main_effect_ability_enable_pidgeon_plucker_pendant	enable	wh_main_item_passive_pidgeon_plucker_pendant
wh_main_effect_ability_enable_potion_of_foolhardiness	enable	wh_main_item_abilities_potion_of_foolhardiness
wh_main_effect_ability_enable_potion_of_healing	enable	wh_main_item_abilities_potion_of_healing
wh_main_effect_ability_enable_potion_of_speed	enable	wh_main_item_abilities_potion_of_speed
wh_main_effect_ability_enable_potion_of_strength	enable	wh_main_item_abilities_potion_of_strength
wh_main_effect_ability_enable_potion_of_toughness	enable	wh_main_item_abilities_potion_of_toughness
wh_main_effect_ability_enable_power_of_da_waaagh	enable	wh_main_lore_passive_power_of_da_waaagh
wh_main_effect_ability_enable_power_stone	enable	wh_main_item_abilities_power_stone
wh_main_effect_ability_enable_rally	enable	wh_main_character_abilities_rally
wh_main_effect_ability_enable_red_fury	enable	wh_main_character_abilities_red_fury
wh_main_effect_ability_enable_regenerating_flesh	enable	wh_main_item_abilities_regenerating_flesh
wh_main_effect_ability_enable_rolling_skies	enable	wh_main_lore_passive_roiling_skies
wh_main_effect_ability_enable_rune_of_negation	enable	wh_main_rune_abilities_rune_of_negation
wh_main_effect_ability_enable_rune_of_oath_and_steel	enable	wh_main_rune_abilities_rune_of_oath_and_steel
wh_main_effect_ability_enable_rune_of_wrath_&_ruin	enable	wh_main_rune_abilities_rune_of_wrath_and_ruin
wh_main_effect_ability_enable_runefang	enable	wh_main_weapon_abilities_runefang
wh_main_effect_ability_enable_scarecrow_banner	enable	wh_main_banner_passive_scarecrow_banner
wh_main_effect_ability_enable_sceptre_of_stability	enable	wh_main_item_abilities_sceptre_of_stability
wh_main_effect_ability_enable_scroll_of_leeching	enable	wh_main_item_abilities_scroll_of_leeching
wh_main_effect_ability_enable_scroll_of_power	enable	wh_main_item_abilities_scroll_of_power
wh_main_effect_ability_enable_scroll_of_shielding	enable	wh_main_item_abilities_scroll_of_shielding
wh_main_effect_ability_enable_seed_of_rebirth	enable	wh_main_item_passive_seed_of_rebirth
wh_main_effect_ability_enable_shield_of_faith	enable	wh_main_spell_bound_shield_of_faith
wh_main_effect_ability_enable_silver_horn_of_vengeance	enable	wh_main_item_abilities_silver_horn_of_vengeance
wh_main_effect_ability_enable_skabscrath	enable	wh_main_weapon_abilities_skabscrath
wh_main_effect_ability_enable_skull_of_katam	enable	wh_main_item_abilities_skull_of_katam
wh_main_effect_ability_enable_skull_wand_of_kaloth	enable	wh_main_item_abilities_skull_wand_of_kaloth
wh_main_effect_ability_enable_slippery	enable	wh_main_hero_abilities_slippery
wh_main_effect_ability_enable_sneaky_stealin	enable	wh_main_lore_passive_sneaky_stealin
wh_main_effect_ability_enable_soulfire	enable	wh_main_spell_bound_soulfire
wh_main_effect_ability_enable_spider_banner	enable	wh_main_banner_passive_spider_banner
wh_main_effect_ability_enable_staff_of_damnation	enable	wh_main_spell_bound_staff_of_damnation
wh_main_effect_ability_enable_staff_of_volans	enable	wh_main_item_abilities_staff_of_volans
wh_main_effect_ability_enable_stand_or_die	enable	wh_main_character_abilities_stand_or_die
wh_main_effect_ability_enable_stand_your_ground_grn	enable	wh_main_character_abilities_stand_your_ground
wh_main_effect_ability_enable_stand_your_ground	enable	wh_main_character_abilities_stand_your_ground
wh_main_effect_ability_enable_starcrusher	enable	wh_dlc01_weapon_abilities_starcrusher
wh_main_effect_ability_enable_sword_of_anti-heroes	enable	wh_main_weapon_abilities_sword_of_anti_heroes
wh_main_effect_ability_enable_sword_of_unholy_power	enable	wh_main_weapon_passive_sword_of_unholy_power
wh_main_effect_ability_enable_the_crown_of_domination	enable	wh_dlc01_item_passive_the_crown_of_domination
wh_main_effect_ability_enable_the_great_book_of_grudges	enable	wh_main_item_passive_the_great_book_of_grudges
wh_main_effect_ability_enable_the_hammer_of_karak_drazh	enable	wh_main_weapon_abilities_the_hammer_of_karak_drazh
wh_main_effect_ability_enable_the_hunger	enable	wh_main_lord_passive_the_hunger
wh_main_effect_ability_enable_the_ladys_champion	enable	wh_main_lord_passive_the_ladys_champion
wh_main_effect_ability_enable_the_mace_of_helsturm	enable	wh_main_weapon_abilities_the_mace_of_helsturm
wh_main_effect_ability_enable_the_other_tricksters_shard	enable	wh_main_item_passive_the_other_tricksters_shard
wh_main_effect_ability_enable_the_reikland_runefang	enable	wh_main_weapon_abilities_the_reikland_runefang
wh_main_effect_ability_enable_the_screaming_banner	enable	wh_main_banner_passive_the_screaming_banner
wh_main_effect_ability_enable_the_slayer_of_kings	enable	wh_dlc01_weapon_abilities_the_slayer_of_kings
wh_main_effect_ability_enable_the_sword_of_couronne	enable	wh_main_weapon_abilities_the_sword_of_couronne
wh_main_effect_ability_enable_the_white_cloak_of_ulric	enable	wh_main_item_passive_the_white_cloak_of_ulric
wh_main_effect_ability_enable_tormentor_sword	enable	wh_main_weapon_abilities_tormentor_sword
wh_main_effect_ability_enable_tricksters_shard	enable	wh_main_item_abilities_tricksters_shard
wh_main_effect_ability_enable_undeath_resurgent	enable	wh_main_character_abilities_undeath_resurgent
wh_main_effect_ability_enable_van_horstmanns_speculum	enable	wh_main_item_abilities_van_horstmanns_speculum
wh_main_effect_ability_enable_waaagh	enable	wh_main_character_abilities_waaagh
wh_main_effect_ability_enable_wand_of_jet	enable	wh_main_item_abilities_wand_of_jet
wh_main_effect_ability_enable_warrior_bane	enable	wh_main_weapon_passive_warrior_bane
wh_main_effect_battle_magic_lil_waaagh_cooldown_rate	recharge_mod	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh_main_effect_battle_magic_lil_waaagh_cooldown_rate	recharge_mod	wh_main_spell_lil_waaagh_gorkll_fix_it
wh_main_effect_battle_magic_lil_waaagh_cooldown_rate	recharge_mod	wh_main_spell_lil_waaagh_itchy_nuisance
wh_main_effect_battle_magic_lil_waaagh_cooldown_rate	recharge_mod	wh_main_spell_lil_waaagh_night_shroud
wh_main_effect_battle_magic_lil_waaagh_cooldown_rate	recharge_mod	wh_main_spell_lil_waaagh_sneaky_stabbin
wh_main_effect_battle_magic_lil_waaagh_cooldown_rate	recharge_mod	wh_main_spell_lil_waaagh_vindictive_glare
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_doom_and_darkness
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_doom_and_darkness_upgraded
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_soulblight
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_soulblight_upgraded
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_spirit_leech
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_spirit_leech_upgraded
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_the_fate_of_bjuna
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh_main_effect_battle_magic_lore_of_death_cooldown_rate	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_final_transmutation
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_final_transmutation_upgraded
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_gehennas_golden_hounds
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_gehennas_golden_hounds_upgraded
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_glittering_robe
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_glittering_robe_upgraded
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_plague_of_rust
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_plague_of_rust_upgraded
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_searing_doom
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_searing_doom_upgraded
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_transmutation_of_lead
wh_main_effect_battle_magic_lore_of_metal_cooldown_rate	recharge_mod	wh_main_spell_metal_transmutation_of_lead_upgraded
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_curse_of_years
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_gaze_of_nagash
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_invocation_of_nehek
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_invocation_of_nehek_upgraded
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_raise_dead
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_raise_dead_upgraded
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_vanhels_danse_macabre
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_wind_of_death
wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	recharge_mod	wh_main_spell_vampires_wind_of_death_upgraded
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_abilities_ancestor_rune
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_abilities_rune_of_courage
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_abilities_rune_of_negation
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_abilities_rune_of_oath_and_steel
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_abilities_rune_of_stoicism
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_passive_master_rune_of_groth_one_eye
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_passive_master_rune_of_grungni
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_passive_master_rune_of_stromni_redbeard
wh_main_effect_battle_magic_rune_cooldown_rate	recharge_mod	wh_main_rune_passive_rune_of_slowness
wh_main_effect_general_ability_mod_cooldown_get_back_ere	recharge_mod	wh_main_character_abilities_get_back_ere
wh_main_effect_general_ability_mod_cooldown_magical_animus	recharge_mod	wh_main_character_abilities_magical_animus
wh_main_effect_general_ability_mod_cooldown_rally	recharge_mod	wh_main_character_abilities_rally
wh_main_effect_magic_big_waaagh_cooldown_brain_bursta	recharge_mod	wh_main_spell_big_waaagh_brain_bursta
wh_main_effect_magic_big_waaagh_cooldown_eadbutt	recharge_mod	wh_main_spell_big_waaagh_eadbutt
wh_main_effect_magic_big_waaagh_cooldown_ere_we_go	recharge_mod	wh_main_spell_big_waaagh_ere_we_go
wh_main_effect_magic_big_waaagh_cooldown_fists_of_gork	recharge_mod	wh_main_spell_big_waaagh_fists_of_gork
wh_main_effect_magic_big_waaagh_cooldown_foot_of_gork	recharge_mod	wh_main_spell_big_waaagh_foot_of_gork
wh_main_effect_magic_big_waaagh_cooldown_gaze_of_mork	recharge_mod	wh_main_spell_big_waaagh_gaze_of_mork
wh_main_effect_magic_big_waaagh_enable_brain_bursta	enable	wh_main_spell_big_waaagh_brain_bursta
wh_main_effect_magic_big_waaagh_enable_eadbutt	enable	wh_main_spell_big_waaagh_eadbutt
wh_main_effect_magic_big_waaagh_enable_ere_we_go	enable	wh_main_spell_big_waaagh_ere_we_go
wh_main_effect_magic_big_waaagh_enable_fists_of_gork	enable	wh_main_spell_big_waaagh_fists_of_gork
wh_main_effect_magic_big_waaagh_enable_foot_of_gork	enable	wh_main_spell_big_waaagh_foot_of_gork
wh_main_effect_magic_big_waaagh_enable_gaze_of_mork	enable	wh_main_spell_big_waaagh_gaze_of_mork
wh_main_effect_magic_death_cooldown_aspect_of_the_dreadknight	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh_main_effect_magic_death_cooldown_doom_and_darkness	recharge_mod	wh_main_spell_death_doom_and_darkness
wh_main_effect_magic_death_cooldown_soulblight	recharge_mod	wh_main_spell_death_soulblight
wh_main_effect_magic_death_cooldown_spirit_leech	recharge_mod	wh_main_spell_death_spirit_leech
wh_main_effect_magic_death_cooldown_the_fate_of_bjuna	recharge_mod	wh_main_spell_death_the_fate_of_bjuna
wh_main_effect_magic_death_cooldown_the_purple_sun_of_xereus	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh_main_effect_magic_death_enable_aspect_of_the_dreadknight	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh_main_effect_magic_death_enable_doom_and_darkness	enable	wh_main_spell_death_doom_and_darkness
wh_main_effect_magic_death_enable_soulblight	enable	wh_main_spell_death_soulblight
wh_main_effect_magic_death_enable_spirit_leech	enable	wh_main_spell_death_spirit_leech
wh_main_effect_magic_death_enable_the_fate_of_bjuna	enable	wh_main_spell_death_the_fate_of_bjuna
wh_main_effect_magic_death_enable_the_purple_sun_of_xereus	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh_main_effect_magic_fire_cooldown_cascading_fire_cloak	recharge_mod	wh_main_spell_fire_cascading_fire_cloak
wh_main_effect_magic_fire_cooldown_fireball	recharge_mod	wh_main_spell_fire_fireball
wh_main_effect_magic_fire_cooldown_flame_storm	recharge_mod	wh_main_spell_fire_flame_storm
wh_main_effect_magic_fire_cooldown_flaming_sword_of_rhuin	recharge_mod	wh_main_spell_fire_flaming_sword_of_rhuin
wh_main_effect_magic_fire_cooldown_piercing_bolts_of_burning	recharge_mod	wh_main_spell_fire_piercing_bolts_of_burning
wh_main_effect_magic_fire_cooldown_the_burning_head	recharge_mod	wh_main_spell_fire_the_burning_head
wh_main_effect_magic_fire_enable_cascading_fire_cloak	enable	wh_main_spell_fire_cascading_fire_cloak
wh_main_effect_magic_fire_enable_fireball	enable	wh_main_spell_fire_fireball
wh_main_effect_magic_fire_enable_flame_storm	enable	wh_main_spell_fire_flame_storm
wh_main_effect_magic_fire_enable_flaming_sword_of_rhuin	enable	wh_main_spell_fire_flaming_sword_of_rhuin
wh_main_effect_magic_fire_enable_piercing_bolts_of_burning	enable	wh_main_spell_fire_piercing_bolts_of_burning
wh_main_effect_magic_fire_enable_the_burning_head	enable	wh_main_spell_fire_the_burning_head
wh_main_effect_magic_heavens_cooldown_chain_lightning	recharge_mod	wh_main_spell_heavens_chain_lightning
wh_main_effect_magic_heavens_cooldown_comet_of_casandora	recharge_mod	wh_main_spell_heavens_comet_of_casandora
wh_main_effect_magic_heavens_cooldown_curse_of_the_midnight_wind	recharge_mod	wh_main_spell_heavens_curse_of_the_midnight_wind
wh_main_effect_magic_heavens_cooldown_harmonic_convergence	recharge_mod	wh_main_spell_heavens_harmonic_convergence
wh_main_effect_magic_heavens_cooldown_urannons_thunderbolt	recharge_mod	wh_main_spell_heavens_urannons_thunderbolt
wh_main_effect_magic_heavens_cooldown_wind_blast	recharge_mod	wh_main_spell_heavens_wind_blast
wh_main_effect_magic_heavens_enable_chain_lightning	enable	wh_main_spell_heavens_chain_lightning
wh_main_effect_magic_heavens_enable_comet_of_casandora	enable	wh_main_spell_heavens_comet_of_casandora
wh_main_effect_magic_heavens_enable_curse_of_the_midnight_wind	enable	wh_main_spell_heavens_curse_of_the_midnight_wind
wh_main_effect_magic_heavens_enable_harmonic_convergence	enable	wh_main_spell_heavens_harmonic_convergence
wh_main_effect_magic_heavens_enable_urannons_thunderbolt	enable	wh_main_spell_heavens_urannons_thunderbolt
wh_main_effect_magic_heavens_enable_wind_blast	enable	wh_main_spell_heavens_wind_blast
wh_main_effect_magic_light_cooldown_banishment	recharge_mod	wh_main_spell_light_banishment
wh_main_effect_magic_light_cooldown_bironas_timewarp	recharge_mod	wh_main_spell_light_bironas_timewarp
wh_main_effect_magic_light_cooldown_light_of_battle	recharge_mod	wh_main_spell_light_light_of_battle
wh_main_effect_magic_light_cooldown_net_of_amyntok	recharge_mod	wh_main_spell_light_net_of_amyntok
wh_main_effect_magic_light_cooldown_phas_protection	recharge_mod	wh_main_spell_light_phas_protection
wh_main_effect_magic_light_cooldown_shems_burning_gaze	recharge_mod	wh_main_spell_light_shems_burning_gaze
wh_main_effect_magic_light_enable_banishment	enable	wh_main_spell_light_banishment
wh_main_effect_magic_light_enable_bironas_timewarp	enable	wh_main_spell_light_bironas_timewarp
wh_main_effect_magic_light_enable_light_of_battle	enable	wh_main_spell_light_light_of_battle
wh_main_effect_magic_light_enable_net_of_amyntok	enable	wh_main_spell_light_net_of_amyntok
wh_main_effect_magic_light_enable_phas_protection	enable	wh_main_spell_light_phas_protection
wh_main_effect_magic_light_enable_shems_burning_gaze	enable	wh_main_spell_light_shems_burning_gaze
wh_main_effect_magic_lil_waaagh_cooldown_curse_of_da_bad_moon	recharge_mod	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh_main_effect_magic_lil_waaagh_cooldown_gorkll_fix_it	recharge_mod	wh_main_spell_lil_waaagh_gorkll_fix_it
wh_main_effect_magic_lil_waaagh_cooldown_itchy_nuisance	recharge_mod	wh_main_spell_lil_waaagh_itchy_nuisance
wh_main_effect_magic_lil_waaagh_cooldown_night_shroud	recharge_mod	wh_main_spell_lil_waaagh_night_shroud
wh_main_effect_magic_lil_waaagh_cooldown_sneaky_stabbin	recharge_mod	wh_main_spell_lil_waaagh_sneaky_stabbin
wh_main_effect_magic_lil_waaagh_cooldown_vindictive_glare	recharge_mod	wh_main_spell_lil_waaagh_vindictive_glare
wh_main_effect_magic_lil_waaagh_enable_curse_of_da_bad_moon	enable	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh_main_effect_magic_lil_waaagh_enable_gorkll_fix_it	enable	wh_main_spell_lil_waaagh_gorkll_fix_it
wh_main_effect_magic_lil_waaagh_enable_itchy_nuisance	enable	wh_main_spell_lil_waaagh_itchy_nuisance
wh_main_effect_magic_lil_waaagh_enable_night_shroud	enable	wh_main_spell_lil_waaagh_night_shroud
wh_main_effect_magic_lil_waaagh_enable_sneaky_stabbin	enable	wh_main_spell_lil_waaagh_sneaky_stabbin
wh_main_effect_magic_lil_waaagh_enable_vindictive_glare	enable	wh_main_spell_lil_waaagh_vindictive_glare
wh_main_effect_magic_metal_cooldown_final_transmutation	recharge_mod	wh_main_spell_metal_final_transmutation
wh_main_effect_magic_metal_cooldown_gehennas_golden_hounds	recharge_mod	wh_main_spell_metal_gehennas_golden_hounds
wh_main_effect_magic_metal_cooldown_glittering_robe	recharge_mod	wh_main_spell_metal_glittering_robe
wh_main_effect_magic_metal_cooldown_plague_of_rust	recharge_mod	wh_main_spell_metal_plague_of_rust
wh_main_effect_magic_metal_cooldown_searing_doom	recharge_mod	wh_main_spell_metal_searing_doom
wh_main_effect_magic_metal_cooldown_transmutation_of_lead	recharge_mod	wh_main_spell_metal_transmutation_of_lead
wh_main_effect_magic_metal_enable_final_transmutation	enable	wh_main_spell_metal_final_transmutation
wh_main_effect_magic_metal_enable_gehennas_golden_hounds	enable	wh_main_spell_metal_gehennas_golden_hounds
wh_main_effect_magic_metal_enable_glittering_robe	enable	wh_main_spell_metal_glittering_robe
wh_main_effect_magic_metal_enable_plague_of_rust	enable	wh_main_spell_metal_plague_of_rust
wh_main_effect_magic_metal_enable_searing_doom	enable	wh_main_spell_metal_searing_doom
wh_main_effect_magic_metal_enable_transmutation_of_lead	enable	wh_main_spell_metal_transmutation_of_lead
wh_main_effect_magic_vampires_cooldown_curse_of_years	recharge_mod	wh_main_spell_vampires_curse_of_years
wh_main_effect_magic_vampires_cooldown_gaze_of_nagash	recharge_mod	wh_main_spell_vampires_gaze_of_nagash
wh_main_effect_magic_vampires_cooldown_invocation_of_nehek	recharge_mod	wh_main_spell_vampires_invocation_of_nehek
wh_main_effect_magic_vampires_cooldown_raise_dead	recharge_mod	wh_main_spell_vampires_raise_dead
wh_main_effect_magic_vampires_cooldown_vanhels_danse_macabre	recharge_mod	wh_main_spell_vampires_vanhels_danse_macabre
wh_main_effect_magic_vampires_cooldown_wind_of_death	recharge_mod	wh_main_spell_vampires_wind_of_death
wh_main_effect_magic_vampires_enable_curse_of_years	enable	wh_main_spell_vampires_curse_of_years
wh_main_effect_magic_vampires_enable_gaze_of_nagash	enable	wh_main_spell_vampires_gaze_of_nagash
wh_main_effect_magic_vampires_enable_invocation_of_nehek	enable	wh_main_spell_vampires_invocation_of_nehek
wh_main_effect_magic_vampires_enable_raise_dead	enable	wh_main_spell_vampires_raise_dead
wh_main_effect_magic_vampires_enable_vanhels_danse_macabre	enable	wh_main_spell_vampires_vanhels_danse_macabre
wh_main_effect_magic_vampires_enable_wind_of_death	enable	wh_main_spell_vampires_wind_of_death
wh_pro01_effect_ability_enable_flash_bang	enable	wh_pro01_lord_abilities_flash_bomb
wh_pro01_effect_ability_enable_regeneration	enable	wh_main_unit_passive_regeneration
wh_pro01_effect_ability_enable_rune_axe_of_grombrindal	enable	wh_pro01_weapon_abilities_rune_axe_of_grombrindal
wh_pro01_effect_ability_enable_rune_helm_of_zhufbar	enable	wh_pro01_item_passive_rune_helm_of_zhufbar
wh_pro02_effect_ability_enable_blood_chalice_of_bathori	enable	wh_pro02_item_abilities_blood_chalice_of_bathori
