slot_template_to_building_superchain_junctions_tables
0
building_superchain	id	slot_template
wh_dlc05_sch_wef_sup_fletcher	11024	wh_dlc05_elf_minor_secondary_pottery
wh2_main_sch_special_cothique_palace	1102479840	wh2_main_special_tor_koruali_secondary
wh_dlc05_sch_wef_sdf_garrison	11033	wh_dlc05_elf_minor_secondary_salt
wh2_main_sch_infrastructure4_energy	110390818	wh2_main_special_def_vauls_anvil_secondary_ritual
wh_dlc05_sch_wef_sdf_walls	11042	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_eco_public_order	11047	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_eco_growth	11051	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_eco_income	11057	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_mil_melee	11065	wh_dlc05_elf_minor_secondary_salt
wh_main_sch_vandalization	1106651985	wh_main_norsca_major_secondary_obsidian
wh_main_sch_greenskin_farm	1107	wh_main_dwarf_orc_major_secondary_salt
wh_dlc05_sch_wef_mil_cavalry	11071	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_mil_ranged	11077	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_eco_income_buff	110773005	wh2_main_special_lothern_secondary
wh_dlc05_sch_wef_mil_tree_spirits	11080	wh_dlc05_elf_minor_secondary_salt
wh2_main_sch_military2_stables	1108190187	wh_dlc05_elf_major_secondary_oak_of_ages
wh_dlc05_sch_wef_sup_armoury	11086	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_sup_fletcher	11088	wh_dlc05_elf_minor_secondary_salt
wh_dlc05_sch_wef_sdf_garrison	11089	wh_dlc05_elf_minor_secondary_timber
wh_main_sch_human_garrison	1108960721	wh2_main_special_pyramid_of_nagash_secondary
wh_dlc05_sch_wef_sdf_walls	11099	wh_dlc05_elf_minor_secondary_timber
wh_dlc05_sch_wef_eco_public_order	11105	wh_dlc05_elf_minor_secondary_timber
wh_dlc05_sch_wef_outpost_slaughter	1110974181	wh2_main_human_minor_secondary_obsidian
wh_main_sch_teb_walls	111101397	wh2_main_special_tlaxtlan_secondary_ritual
wh_dlc05_sch_wef_eco_growth	11114	wh_dlc05_elf_minor_secondary_timber
wh_dlc05_sch_wef_eco_income	11116	wh_dlc05_elf_minor_secondary_timber
wh2_main_sch_defence_minor	1112086068	wh2_main_special_golden_colossus_secondary_ritual
wh_dlc05_sch_wef_mil_melee	11121	wh_dlc05_elf_minor_secondary_timber
wh_main_sch_human_garrison	1112342337	wh2_main_special_shrine_of_khaine_secondary_ritual
wh_main_sch_vampires_balefire	1112362629	wh2_main_special_clarak_spire_secondary
wh_dlc05_sch_wef_mil_cavalry	11125	wh_dlc05_elf_minor_secondary_timber
wh2_main_sch_infrastructure6_other	1112514184	wh_main_special_black_crag_secondary
wh_dlc05_sch_wef_mil_ranged	11126	wh_dlc05_elf_minor_secondary_timber
wh2_main_sch_human_resource_furs_military	1112888191	wh_main_special_carroburg_secondary
wh_dlc05_sch_wef_mil_tree_spirits	11132	wh_dlc05_elf_minor_secondary_timber
wh_dlc05_sch_wef_sup_armoury	11133	wh_dlc05_elf_minor_secondary_timber
wh_dlc05_sch_wef_sup_fletcher	11137	wh_dlc05_elf_minor_secondary_timber
wh_dlc05_sch_wef_outpost_recruitment	1113970282	wh_main_special_castle_drakenhof_secondary
wh_main_sch_bretonnia_walls	1114577097	wh_main_special_mount_gunbad_secondary
wh_dlc05_sch_wef_sdf_garrison	11146	wh_dlc05_elf_minor_secondary_wine
wh_main_sch_norsca_settlement_major_coast	1115328331	wh_main_norsca_major_primary_coast
wh_dlc05_sch_wef_sdf_walls	11156	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_eco_public_order	11164	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_eco_growth	11170	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_eco_income	11173	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_mil_melee	11176	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_mil_cavalry	11183	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_mil_ranged	11193	wh_dlc05_elf_minor_secondary_wine
wh_main_sch_empire_walls	1119533809	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_human_forges	1119620810	wh2_main_special_hellpit_secondary
wh_dlc05_sch_wef_mil_tree_spirits	11202	wh_dlc05_elf_minor_secondary_wine
wh2_main_sch_special_ghrond_convent_of_sorcery	1120544891	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_dwarf_walls	1120988858	wh2_main_special_tor_surpindar_secondary_ritual
wh_dlc05_sch_wef_sup_armoury	11210	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_sup_fletcher	11213	wh_dlc05_elf_minor_secondary_wine
wh_main_sch_greenskin_walls	1121800720	wh2_main_special_tower_of_hoeth_secondary
wh_main_sch_vampires_balefire	1121994698	wh_main_special_erengrad_secondary
wh_main_sch_greenskin_industry	1122	wh_main_dwarf_orc_major_secondary_salt
wh_dlc05_sch_wef_sdf_garrison	11221	wh_dlc05_elf_major_secondary
wh_main_sch_empire_walls	1122469331	wh_main_special_mount_gunbad_secondary
wh_dlc05_sch_wef_sdf_walls	11227	wh_dlc05_elf_major_secondary
wh_dlc05_sch_wef_eco_public_order	11229	wh_dlc05_elf_major_secondary
wh2_main_sch_vampires_raisedead	1123247260	wh_main_norsca_minor_secondary_iron
wh2_main_sch_defence_major_lzd	1123480728	wh2_main_special_khemri_secondary
wh_dlc05_sch_wef_eco_growth	11235	wh_dlc05_elf_major_secondary
wh_dlc05_sch_wef_eco_income	11238	wh_dlc05_elf_major_secondary
wh_dlc05_sch_wef_mil_melee	11239	wh_dlc05_elf_major_secondary
wh_main_sch_greenskin_goblin_tinker	1124	wh_main_dwarf_orc_major_secondary_salt
wh_dlc05_sch_wef_mil_cavalry	11240	wh_dlc05_elf_major_secondary
wh2_main_sch_military5	112407879	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_greenskin_monsters	1125	wh_main_dwarf_orc_major_secondary_salt
wh_dlc05_sch_wef_mil_ranged	11250	wh_dlc05_elf_major_secondary
wh_dlc05_sch_wef_mil_tree_spirits	11260	wh_dlc05_elf_major_secondary
wh_dlc05_sch_wef_sup_armoury	11262	wh_dlc05_elf_major_secondary
wh_dlc05_sch_wef_sup_fletcher	11266	wh_dlc05_elf_major_secondary
wh2_main_sch_infrastructure7_minor	1126953659	wh2_main_special_ziggurat_of_dawn_secondary
wh_dlc05_sch_wef_sdf_garrison	11270	wh_dlc05_elf_minor_secondary
wh_main_sch_human_forges	1127470144	wh2_main_special_ghrond_secondary_ritual
wh_dlc05_sch_wef_sdf_walls	11277	wh_dlc05_elf_minor_secondary
wh_main_sch_vampires_walls	1127812452	wh_dlc05_elf_major_secondary_oak_of_ages
wh_dlc05_sch_wef_eco_public_order	11281	wh_dlc05_elf_minor_secondary
wh_dlc05_sch_wef_eco_growth	11285	wh_dlc05_elf_minor_secondary
wh_dlc05_sch_wef_eco_income	11288	wh_dlc05_elf_minor_secondary
wh_dlc05_sch_wef_mil_melee	11291	wh_dlc05_elf_minor_secondary
wh2_main_sch_special_troll_lair	1129991740	wh_main_special_erengrad_secondary
wh_dlc05_sch_wef_mil_cavalry	11301	wh_dlc05_elf_minor_secondary
wh_main_sch_teb_walls	1130320225	wh_main_special_erengrad_secondary
wh_dlc05_sch_wef_outpost_replenishment	1130682966	wh2_main_special_mousillon_secondary
wh_dlc05_sch_wef_mil_ranged	11307	wh_dlc05_elf_minor_secondary
wh_dlc05_sch_wef_mil_tree_spirits	11316	wh_dlc05_elf_minor_secondary
wh_main_sch_greenskin_walls	1131688162	wh2_main_special_karond_kar_secondary
wh_main_sch_dwarf_walls	1132	wh_main_dwarf_orc_major_secondary_salt
wh_dlc05_sch_wef_sup_armoury	11320	wh_dlc05_elf_minor_secondary
wh2_main_sch_military4_monsters	1132271468	wh2_main_special_golden_colossus_secondary_ritual
wh_main_sch_dwarf_walls	1132428602	wh_main_special_carcassonne_secondary
wh_dlc05_sch_wef_sup_fletcher	11325	wh_dlc05_elf_minor_secondary
wh_main_sch_bretonnia_farm_extra	113271154	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh_main_sch_greenskin_military	1133	wh_main_dwarf_orc_major_secondary_salt
wh_main_sch_human_farm_basic	1133331081	wh2_main_special_def_vauls_anvil_secondary_ritual
wh2_main_sch_infrastructure7_minor	1133913109	wh_main_special_karag_dromar_secondary
wh2_main_sch_infrastructure7_minor	1135422749	wh2_main_special_shrine_of_khaine_secondary_ritual
wh_dlc05_sch_wef_outpost_replenishment	1135871341	wh2_main_special_ghrond_secondary
wh_main_sch_vampires_balefire	1138976498	wh_main_norsca_minor_secondary
wh2_main_sch_infrastructure5_tradingspying	1139126122	wh2_main_special_fallen_gates_secondary
wh_dlc05_sch_wef_oak_of_ages	11393	wh_dlc05_elf_major_primary_oak_of_ages
wh_dlc05_sch_wef_outpost_slaughter	1140428635	wh2_main_special_naggarond_secondary
wh_main_sch_greenskin_boars	1141	wh_main_dwarf_orc_major_secondary_salt
wh_dlc05_sch_wef_outpost_replenishment	1141181652	wh2_main_special_tor_surpindar_secondary_ritual
wh_dlc05_sch_wef_outpost_slaughter	1141321563	wh_main_dwarf_orc_minor_secondary_savage
wh_dlc05_sch_wef_outpost_foraging	1141572593	wh_main_special_carcassonne_secondary
wh_main_sch_vandalization	1141620446	wh2_main_special_mousillon_secondary
wh2_main_sch_infrastructure2_industry	1141649307	wh2_main_special_khemri_secondary
wh_main_sch_human_stables	1141795232	wh2_main_special_mousillon_secondary
wh_main_sch_human_forges	1141844797	wh2_main_human_minor_secondary_obsidian
wh_main_sch_human_industry_basic	114189172	wh2_main_special_caverns_of_sotek_secondary_ritual
wh2_main_sch_infrastructure4_energy	1142977840	wh2_main_special_marks_of_the_old_ones_secondary_ritual
wh2_main_sch_defence_minor	11431	wh_main_human_minor_secondary
wh2_main_sch_infrastructure1_farm	11440	wh_main_human_minor_secondary
wh2_main_sch_infrastructure2_industry	11441	wh_main_human_minor_secondary
wh2_main_sch_infrastructure4_energy	1144419657	wh_main_special_karag_dromar_secondary
wh_main_sch_human_tavern	1144466076	wh2_main_special_mousillon_secondary
wh_main_sch_dwarf_walls	11449	wh_main_special_black_crag_secondary
wh2_main_sch_infrastructure3_order	11450	wh_main_human_minor_secondary
wh2_main_sch_infrastructure4_energy	1145340367	wh2_main_special_lahmia_secondary
wh2_main_sch_infrastructure4_energy	11459	wh_main_human_minor_secondary
wh_main_sch_empire_walls	11461	wh_main_special_castle_drakenhof_secondary
wh2_main_sch_infrastructure5_tradingspying	11465	wh_main_human_minor_secondary
wh_main_sch_empire_walls	11467	wh_main_special_miragliano_secondary
wh_main_sch_greenskin_shaman	1147	wh_main_dwarf_orc_major_secondary_salt
wh2_main_sch_military1_barracks	11472	wh_main_human_minor_secondary
wh_main_sch_bretonnia_walls	11473	wh_main_special_kislev_secondary
wh2_main_sch_military2_stables	11475	wh_main_human_minor_secondary
wh2_main_sch_infrastructure1_farm	1147559722	wh_main_human_major_secondary_iron
wh_main_sch_vampires_walls	11483	wh_main_human_major_secondary_dyes
wh2_main_sch_military3_warmachines	11485	wh_main_human_minor_secondary
wh_main_sch_kislev_walls	1148755963	wh_main_special_karak_kadrin_secondary
wh2_main_sch_military4_monsters	11492	wh_main_human_minor_secondary
wh2_main_sch_support2_worship	1149506110	wh2_main_special_yuatek_secondary
wh_main_sch_human_farm_basic	1149890400	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh2_main_sch_ritual_hef	1149891504	wh2_main_special_hef_vauls_anvil_secondary_ritual
wh_main_sch_human_garrison	115	wh_main_human_minor_secondary
wh_main_sch_greenskin_boss	1150	wh_main_dwarf_orc_major_secondary_timber
wh2_main_sch_support1_smith	11503	wh_main_human_minor_secondary
wh_main_sch_bretonnia_walls	11507	wh_main_special_middenheim_secondary
wh2_main_sch_support2_worship	11508	wh_main_human_minor_secondary
wh_main_sch_teb_walls	11509	wh_main_human_major_secondary_pastures
wh_main_sch_kislev_walls	11514	wh_main_human_major_secondary_furs
wh_main_sch_human_worship	1151447707	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_main_sch_kislev_walls	11519	wh_main_human_major_secondary_pastures
wh2_main_sch_infrastructure4_energy	1152322596	wh_main_norsca_major_secondary_obsidian
wh_main_sch_greenskin_walls	11524	wh_main_dwarf_orc_major_secondary_timber
wh2_main_sch_defence_major_hef	11526	wh_main_human_major_secondary
wh2_main_sch_infrastructure4_energy	1152917621	wh2_main_human_minor_secondary_obsidian
wh_main_sch_greenskin_walls	11533	wh_main_dwarf_orc_major_secondary_salt
wh2_main_sch_support3_wizards	1153674186	wh2_main_special_yuatek_secondary
wh_main_sch_special_settlement_eight_peaks	11537	wh_main_special_eight_peaks_primary
wh_main_sch_greenskin_boss	11539	wh_main_special_eight_peaks_secondary
wh2_main_sch_infrastructure1_farm	11540	wh_main_human_major_secondary
wh_main_sch_special_reiksfort	115405683	wh2_main_special_tor_achare_secondary
wh2_main_sch_infrastructure2_industry	11542	wh_main_human_major_secondary
wh_main_sch_greenskin_farm	11543	wh_main_special_eight_peaks_secondary
wh_dlc05_sch_wef_outpost_slaughter	115447208	wh2_main_special_lahmia_secondary
wh_dlc05_sch_wef_outpost_replenishment	115507422	wh2_main_human_minor_secondary_gems
wh2_main_sch_infrastructure3_order	11552	wh_main_human_major_secondary
wh_main_sch_greenskin_industry	11553	wh_main_special_eight_peaks_secondary
wh_main_sch_human_resource_gold	1155410468	wh2_main_special_khemri_secondary
wh_main_sch_greenskin_goblin_tinker	11557	wh_main_special_eight_peaks_secondary
wh2_main_sch_support2_worship	1155765482	wh2_main_human_minor_secondary_obsidian
wh2_main_sch_infrastructure4_energy	11561	wh_main_human_major_secondary
wh_main_sch_special_reiksfort	1156102955	wh2_main_special_hag_graef_secondary
wh2_main_sch_defence_major_skv	1156137770	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh_dlc05_sch_wef_resource_timber	1156179127	wh2_main_special_axlotl_minor_secondary
wh_dlc05_sch_wef_outpost_slaughter	1156348796	wh2_main_special_chamber_of_visions_secondary_ritual
wh_main_sch_greenskin_monsters	11564	wh_main_special_eight_peaks_secondary
wh2_main_sch_infrastructure5_tradingspying	11566	wh_main_human_major_secondary
wh2_main_sch_military2_stables	11572	wh_main_human_major_secondary
wh_main_sch_greenskin_military	11573	wh_main_special_eight_peaks_secondary
wh_main_sch_greenskin_boars	11574	wh_main_special_eight_peaks_secondary
wh2_main_sch_military3_warmachines	11578	wh_main_human_major_secondary
wh_main_sch_greenskin_shaman	11580	wh_main_special_eight_peaks_secondary
wh_main_sch_dwarf_barracks	11582	wh_main_special_eight_peaks_secondary
wh2_main_sch_military4_monsters	11585	wh_main_human_major_secondary
wh2_main_sch_military5	11590	wh_main_human_major_secondary
wh_dlc05_sch_wef_outpost_foraging	1159230379	wh2_main_human_major_secondary_gems
wh_main_sch_dwarf_slayers	11594	wh_main_special_eight_peaks_secondary
wh2_main_sch_support1_smith	11599	wh_main_human_major_secondary
wh_main_sch_greenskin_farm	1160	wh_main_dwarf_orc_major_secondary_timber
wh_main_sch_dwarf_smith	11601	wh_main_special_eight_peaks_secondary
wh2_main_sch_support2_worship	11605	wh_main_human_major_secondary
wh_dlc05_sch_wef_outpost_recruitment	1160630999	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh_main_sch_dwarf_tavern	11607	wh_main_special_eight_peaks_secondary
wh2_main_sch_support3_wizards	11608	wh_main_human_major_secondary
wh_main_sch_dwarf_workshops	11611	wh_main_special_eight_peaks_secondary
wh_main_sch_dwarf_walls	1161133286	wh2_main_special_tor_achare_secondary
wh2_main_sch_support4_other	11612	wh_main_human_major_secondary
wh2_main_sch_military1_barracks	1161214930	wh2_main_special_hef_vauls_anvil_secondary_ritual
wh_main_sch_dwarf_resource_pastures	11614	wh_main_special_eight_peaks_secondary
wh2_main_sch_support2_worship	1162065955	wh_main_norsca_minor_secondary_iron
wh2_main_sch_horde_skaven_settlement	11622	horde_primary
wh2_main_sch_defence_major_hef	1162331116	wh2_main_special_lahmia_secondary
wh2_main_sch_special_skavenblight_shattered_tower	1162388614	wh2_main_special_skavenblight_secondary
wh_main_sch_dwarf_industry_basic	11624	wh_main_special_eight_peaks_secondary
wh_dlc05_sch_wef_outpost_replenishment	1162516199	wh2_main_special_axlotl_minor_secondary
wh_dlc05_sch_wef_outpost_slaughter	1162561264	wh_main_human_minor_secondary_dyes
wh_main_sch_greenskin_forest_beasts	11627	wh_main_special_eight_peaks_secondary
wh2_main_sch_horde_skaven_assassins	11631	horde_secondary
wh_main_sch_teb_walls	1163517864	wh2_main_special_hellpit_secondary
wh_main_sch_special_reiksfort	1163613193	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_vandalization	11637	wh_main_special_eight_peaks_secondary
wh_main_sch_dwarf_oaths	11639	wh_main_special_eight_peaks_secondary
wh2_main_sch_horde_skaven_leadership	11640	horde_secondary
wh2_main_sch_horde_skaven_monsters	11643	horde_secondary
wh2_main_sch_resource_obsidian	1164763581	wh2_main_special_karag_orrud_secondary
wh_main_sch_greenskin_resource_pastures_furs_military	11649	wh_main_special_eight_peaks_secondary
wh2_main_sch_infrastructure1_farm	11650083	wh2_main_special_tor_koruali_secondary
wh2_main_sch_horde_skaven_plagues	11652	horde_secondary
wh_main_sch_dwarf_trade_depot	11653	wh_main_special_eight_peaks_secondary
wh2_main_sch_military2_stables	1165474393	wh2_main_special_tor_surpindar_secondary_ritual
wh_dlc06_sch_greenskin_squigs	11655	wh_main_special_eight_peaks_secondary
wh2_main_sch_horde_skaven_slaves	11657	horde_secondary
wh2_main_sch_support3_wizards	1165826277	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual
wh2_main_sch_horde_skaven_stormvermin	11659	horde_secondary
wh2_main_sch_military2_stables	1166159936	wh2_main_special_zoishenk_secondary
wh2_main_sch_horde_skaven_supplies	11668	horde_secondary
wh_main_sch_vampires_balefire	1166926309	wh_main_special_marienburg_secondary
wh_dlc06_sch_special_eight_peaks	11672	wh_main_special_eight_peaks_secondary
wh_dlc06_sch_dwarf_ranger_hub	11674	wh_main_special_eight_peaks_secondary
wh2_main_sch_horde_skaven_warmachines	11678	horde_secondary
wh2_main_sch_infrastructure2_industry	1168191261	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_horde_skaven_weaponteams	11682	horde_secondary
wh2_main_sch_ritual_hef	1168387325	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_dlc06_sch_dwarf_ranger_hub	11684	wh_main_dwarf_orc_minor_secondary
wh_main_sch_human_stables	11685	wh2_main_human_minor_secondary_gems
wh_main_sch_human_worship	1168560321	wh_main_norsca_major_secondary
wh_dlc06_sch_dwarf_ranger_hub	11689	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_human_forges	11693	wh2_main_human_minor_secondary_gems
wh_main_sch_human_smiths	11694	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11695	wh_main_dwarf_orc_major_secondary_dyes
wh_main_sch_empire_walls	1169531001	wh_main_special_karaz_a_karak_secondary
wh2_main_sch_support2_worship	1169820292	wh_main_norsca_major_secondary_marble
wh2_main_sch_vampires_raisedead	1169912399	wh_main_special_erengrad_secondary
wh_main_sch_human_worship	11700	wh2_main_human_minor_secondary_gems
wh_main_sch_human_garrison	11702	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11704	wh_main_dwarf_orc_major_secondary_furs
wh_dlc06_sch_dwarf_ranger_hub	11708	wh_main_dwarf_orc_major_secondary_gems
wh_main_sch_human_farm_basic	11709	wh2_main_human_minor_secondary_gems
wh_main_sch_human_industry_basic	11711	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11716	wh_main_dwarf_orc_major_secondary_gold
wh_main_sch_human_tavern	11717	wh2_main_human_minor_secondary_gems
wh2_main_sch_military2_stables	1171883203	wh2_main_special_karag_orrud_secondary
wh_main_sch_vampires_forest	11726	wh2_main_human_minor_secondary_gems
wh_main_sch_vampires_balefire	11729	wh2_main_human_minor_secondary_gems
wh_main_sch_greenskin_industry	1173	wh_main_dwarf_orc_major_secondary_timber
wh_dlc06_sch_dwarf_ranger_hub	11731	wh_main_dwarf_orc_major_secondary_marble
wh_main_sch_vampires_ossuary	11738	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11740	wh_main_dwarf_orc_major_secondary_pastures
wh_main_sch_vandalization	11741	wh2_main_human_minor_secondary_gems
wh_main_sch_special_reiksfort	11743	wh2_main_human_minor_secondary_gems
wh_main_sch_bretonnia_hospital	1174357201	wh2_main_special_pyramid_of_nagash_secondary_ritual
wh2_main_sch_defence_minor	11744	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11747	wh_main_dwarf_orc_major_secondary_salt
wh2_main_sch_infrastructure1_farm	11749	wh2_main_human_minor_secondary_gems
wh2_main_sch_infrastructure2_industry	11750	wh2_main_human_minor_secondary_gems
wh_main_sch_human_worship	1175281422	wh2_main_special_tor_achare_secondary
wh_dlc06_sch_dwarf_ranger_hub	11753	wh_main_dwarf_orc_minor_secondary_beer
wh2_main_sch_infrastructure3_order	11756	wh2_main_human_minor_secondary_gems
wh2_main_sch_infrastructure4_energy	11757	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11758	wh_main_dwarf_orc_minor_secondary_dyes
wh2_main_sch_infrastructure5_tradingspying	11759	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11760	wh_main_dwarf_orc_minor_secondary_furs
wh_dlc06_sch_dwarf_ranger_hub	11762	wh_main_dwarf_orc_minor_secondary_gems
wh2_main_sch_military1_barracks	11766	wh2_main_human_minor_secondary_gems
wh_dlc06_sch_dwarf_ranger_hub	11767	wh_main_dwarf_orc_minor_secondary_gold
wh_dlc06_sch_dwarf_ranger_hub	11771	wh_main_dwarf_orc_minor_secondary_iron
wh2_main_sch_infrastructure5_tradingspying	1177157242	wh2_main_special_golden_tower_of_the_gods_secondary_ritual
wh_main_sch_bretonnia_walls	117734549	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_military2_stables	11776	wh2_main_human_minor_secondary_gems
wh2_main_sch_support2_worship	1177600898	wh_main_norsca_major_secondary_obsidian
wh_dlc06_sch_dwarf_ranger_hub	11777	wh_main_dwarf_orc_minor_secondary_marble
